# Odd number information

# `n`       a positive odd integer
# `base3`   the ternary representation of n
# `base2`   the binary representation of n
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `m*`      the prime residues of n modulo a set of primes
# `factors` the prime factors of n

    n,      base3,           base2, dist,        nl,        nr, m3, m5, m7, m11, m13, m17, factors
 5435,   21110022,   1010100111011,   40,  (2717 1),  (1359 2), 2,  0,  3,  1,   1,   12,  {5 1087}
 5437,   21110101,   1010100111101,   21,  (1359 2),  (2719 1), 1,  2,  5,  3,   3,   14,  {5437}
 5439,   21110110,   1010100111111,   21,  (2719 1),    (85 6), 0,  4,  0,  5,   5,   16,  {3 7 37}
 5441,   21110112,   1010101000001,   16,    (85 6),  (2721 1), 2,  1,  2,  7,   7,   1,   {5441}
 5443,   21110121,   1010101000011,   21,  (2721 1),  (1361 2), 1,  3,  4,  9,   9,   3,   {5443}
 5445,   21110200,   1010101000101,   16,  (1361 2),  (2723 1), 0,  0,  6,  0,   11,  5,   {3 5 11}
 5447,   21110202,   1010101000111,   33,  (2723 1),   (681 3), 2,  2,  1,  2,   0,   7,   {13 419}
 5449,   21110211,   1010101001001,   57,   (681 3),  (2725 1), 1,  4,  3,  4,   2,   9,   {5449}
 5451,   21110220,   1010101001011,   16,  (2725 1),  (1363 2), 0,  1,  5,  6,   4,   11,  {3 23 79}
 5453,   21110222,   1010101001101,   21,  (1363 2),  (2727 1), 2,  3,  0,  8,   6,   13,  {7 19 41}
 5455,   21111001,   1010101001111,   45,  (2727 1),   (341 4), 1,  0,  2,  10,  8,   15,  {5 1091}
 5457,   21111010,   1010101010001,   21,   (341 4),  (2729 1), 0,  2,  4,  1,   10,  0,   {3 17 107}
 5459,   21111012,   1010101010011,   57,  (2729 1),  (1365 2), 2,  4,  6,  3,   12,  2,   {53 103}
 5461,   21111021,   1010101010101,    1,  (1365 2),  (2731 1), 1,  1,  1,  5,   1,   4,   {43 127}
 5463,   21111100,   1010101010111,   40,  (2731 1),   (683 3), 0,  3,  3,  7,   3,   6,   {3 607}
 5465,   21111102,   1010101011001,   57,   (683 3),  (2733 1), 2,  0,  5,  9,   5,   8,   {5 1093}
 5467,   21111111,   1010101011011,   40,  (2733 1),  (1367 2), 1,  2,  0,  0,   7,   10,  {7 11 71}
 5469,   21111120,   1010101011101,   11,  (1367 2),  (2735 1), 0,  4,  2,  2,   9,   12,  {3 1823}
 5471,   21111122,   1010101011111,   57,  (2735 1),   (171 5), 2,  1,  4,  4,   11,  14,  {5471}
 5473,   21111201,   1010101100001,   57,   (171 5),  (2737 1), 1,  3,  6,  6,   0,   16,  {13 421}
 5475,   21111210,   1010101100011,   11,  (2737 1),  (1369 2), 0,  0,  1,  8,   2,   1,   {3 5 73}
 5477,   21111212,   1010101100101,   11,  (1369 2),  (2739 1), 2,  2,  3,  10,  4,   3,   {5477}
 5479,   21111221,   1010101100111,   69,  (2739 1),   (685 3), 1,  4,  5,  1,   6,   5,   {5479}
 5481,   21112000,   1010101101001,   11,   (685 3),  (2741 1), 0,  1,  0,  3,   8,   7,   {3 7 29}
 5483,   21112002,   1010101101011,   40,  (2741 1),  (1371 2), 2,  3,  2,  5,   10,  9,   {5483}
 5485,   21112011,   1010101101101,   40,  (1371 2),  (2743 1), 1,  0,  4,  7,   12,  11,  {5 1097}
 5487,   21112020,   1010101101111,   16,  (2743 1),   (343 4), 0,  2,  6,  9,   1,   13,  {3 31 59}
 5489,   21112022,   1010101110001,   45,   (343 4),  (2745 1), 2,  4,  1,  0,   3,   15,  {11 499}
 5491,   21112101,   1010101110011,   11,  (2745 1),  (1373 2), 1,  1,  3,  2,   5,   0,   {17 19}
 5493,   21112110,   1010101110101,   45,  (1373 2),  (2747 1), 0,  3,  5,  4,   7,   2,   {3 1831}
 5495,   21112112,   1010101110111,   21,  (2747 1),   (687 3), 2,  0,  0,  6,   9,   4,   {5 7 157}
 5497,   21112121,   1010101111001,   33,   (687 3),  (2749 1), 1,  2,  2,  8,   11,  6,   {23 239}
 5499,   21112200,   1010101111011,   21,  (2749 1),  (1375 2), 0,  4,  4,  10,  0,   8,   {3 13 47}
 5501,   21112202,   1010101111101,   11,  (1375 2),  (2751 1), 2,  1,  6,  1,   2,   10,  {5501}
 5503,   21112211,   1010101111111,   62,  (2751 1),    (43 7), 1,  3,  1,  3,   4,   12,  {5503}
 5505,   21112220,   1010110000001,   69,    (43 7),  (2753 1), 0,  0,  3,  5,   6,   14,  {3 5 367}
 5507,   21112222,   1010110000011,   45,  (2753 1),  (1377 2), 2,  2,  5,  7,   8,   16,  {5507}
 5509,   21120001,   1010110000101,   57,  (1377 2),  (2755 1), 1,  4,  0,  9,   10,  1,   {7 787}
 5511,   21120010,   1010110000111,   45,  (2755 1),   (689 3), 0,  1,  2,  0,   12,  3,   {3 11 167}
 5513,   21120012,   1010110001001,   33,   (689 3),  (2757 1), 2,  3,  4,  2,   1,   5,   {37 149}
 5515,   21120021,   1010110001011,   57,  (2757 1),  (1379 2), 1,  0,  6,  4,   3,   7,   {5 1103}
 5517,   21120100,   1010110001101,   45,  (1379 2),  (2759 1), 0,  2,  1,  6,   5,   9,   {3 613}
 5519,   21120102,   1010110001111,   57,  (2759 1),   (345 4), 2,  4,  3,  8,   7,   11,  {5519}
 5521,   21120111,   1010110010001,   45,   (345 4),  (2761 1), 1,  1,  5,  10,  9,   13,  {5521}
 5523,   21120120,   1010110010011,   45,  (2761 1),  (1381 2), 0,  3,  0,  1,   11,  15,  {3 7 263}
 5525,   21120122,   1010110010101,   45,  (1381 2),  (2763 1), 2,  0,  2,  3,   0,   0,   {5 13 17}
 5527,   21120201,   1010110010111,   11,  (2763 1),   (691 3), 1,  2,  4,  5,   2,   2,   {5527}
 5529,   21120210,   1010110011001,   11,   (691 3),  (2765 1), 0,  4,  6,  7,   4,   4,   {3 19 97}
 5531,   21120212,   1010110011011,   11,  (2765 1),  (1383 2), 2,  1,  1,  9,   6,   6,   {5531}
 5533,   21120221,   1010110011101,   33,  (1383 2),  (2767 1), 1,  3,  3,  0,   8,   8,   {11 503}
 5535,   21121000,   1010110011111,   45,  (2767 1),   (173 5), 0,  0,  5,  2,   10,  10,  {3 5 41}
 5537,   21121002,   1010110100001,   21,   (173 5),  (2769 1), 2,  2,  0,  4,   12,  12,  {7 113}
 5539,   21121011,   1010110100011,   21,  (2769 1),  (1385 2), 1,  4,  2,  6,   1,   14,  {29 191}
 5541,   21121020,   1010110100101,   21,  (1385 2),  (2771 1), 0,  1,  4,  8,   3,   16,  {3 1847}
 5543,   21121022,   1010110100111,   74,  (2771 1),   (693 3), 2,  3,  6,  10,  5,   1,   {23 241}
 5545,   21121101,   1010110101001,   16,   (693 3),  (2773 1), 1,  0,  1,  1,   7,   3,   {5 1109}
 5547,   21121110,   1010110101011,   16,  (2773 1),  (1387 2), 0,  2,  3,  3,   9,   5,   {3 43}
 5549,   21121112,   1010110101101,   21,  (1387 2),  (2775 1), 2,  4,  5,  5,   11,  7,   {31 179}
 5551,   21121121,   1010110101111,   21,  (2775 1),   (347 4), 1,  1,  0,  7,   0,   9,   {7 13 61}
 5553,   21121200,   1010110110001,   45,   (347 4),  (2777 1), 0,  3,  2,  9,   2,   11,  {3 617}
 5555,   21121202,   1010110110011,   45,  (2777 1),  (1389 2), 2,  0,  4,  0,   4,   13,  {5 11 101}
 5557,   21121211,   1010110110101,   45,  (1389 2),  (2779 1), 1,  2,  6,  2,   6,   15,  {5557}
 5559,   21121220,   1010110110111,   57,  (2779 1),   (695 3), 0,  4,  1,  4,   8,   0,   {3 17 109}
 5561,   21121222,   1010110111001,   45,   (695 3),  (2781 1), 2,  1,  3,  6,   10,  2,   {67 83}
 5563,   21122001,   1010110111011,   40,  (2781 1),  (1391 2), 1,  3,  5,  8,   12,  4,   {5563}
 5565,   21122010,   1010110111101,   40,  (1391 2),  (2783 1), 0,  0,  0,  10,  1,   6,   {3 5 7 53}
 5567,   21122012,   1010110111111,   86,  (2783 1),    (87 6), 2,  2,  2,  1,   3,   8,   {19 293}
 5569,   21122021,   1010111000001,   45,    (87 6),  (2785 1), 1,  4,  4,  3,   5,   10,  {5569}
 5571,   21122100,   1010111000011,   21,  (2785 1),  (1393 2), 0,  1,  6,  5,   7,   12,  {3 619}
 5573,   21122102,   1010111000101,    9,  (1393 2),  (2787 1), 2,  3,  1,  7,   9,   14,  {5573}
 5575,   21122111,   1010111000111,   21,  (2787 1),   (697 3), 1,  0,  3,  9,   11,  16,  {5 223}
 5577,   21122120,   1010111001001,   11,   (697 3),  (2789 1), 0,  2,  5,  0,   0,   1,   {3 11 13}
 5579,   21122122,   1010111001011,   11,  (2789 1),  (1395 2), 2,  4,  0,  2,   2,   3,   {7 797}
 5581,   21122201,   1010111001101,   45,  (1395 2),  (2791 1), 1,  1,  2,  4,   4,   5,   {5581}
 5583,   21122210,   1010111001111,   21,  (2791 1),   (349 4), 0,  3,  4,  6,   6,   7,   {3 1861}
 5585,   21122212,   1010111010001,   45,   (349 4),  (2793 1), 2,  0,  6,  8,   8,   9,   {5 1117}
 5587,   21122221,   1010111010011,   38,  (2793 1),  (1397 2), 1,  2,  1,  10,  10,  11,  {37 151}
 5589,   21200000,   1010111010101,    9,  (1397 2),  (2795 1), 0,  4,  3,  1,   12,  13,  {3 23}
 5591,   21200002,   1010111010111,   21,  (2795 1),   (699 3), 2,  1,  5,  3,   1,   15,  {5591}
 5593,   21200011,   1010111011001,   21,   (699 3),  (2797 1), 1,  3,  0,  5,   3,   0,   {7 17 47}
 5595,   21200020,   1010111011011,   45,  (2797 1),  (1399 2), 0,  0,  2,  7,   5,   2,   {3 5 373}
 5597,   21200022,   1010111011101,   21,  (1399 2),  (2799 1), 2,  2,  4,  9,   7,   4,   {29 193}
 5599,   21200101,   1010111011111,   21,  (2799 1),   (175 5), 1,  4,  6,  0,   9,   6,   {11 509}
 5601,   21200110,   1010111100001,   21,   (175 5),  (2801 1), 0,  1,  1,  2,   11,  8,   {3 1867}
 5603,   21200112,   1010111100011,    9,  (2801 1),  (1401 2), 2,  3,  3,  4,   0,   10,  {13 431}
 5605,   21200121,   1010111100101,   33,  (1401 2),  (2803 1), 1,  0,  5,  6,   2,   12,  {5 19 59}
 5607,   21200200,   1010111100111,   21,  (2803 1),   (701 3), 0,  2,  0,  8,   4,   14,  {3 7 89}
 5609,   21200202,   1010111101001,   38,   (701 3),  (2805 1), 2,  4,  2,  10,  6,   16,  {71 79}
 5611,   21200211,   1010111101011,   57,  (2805 1),  (1403 2), 1,  1,  4,  1,   8,   1,   {31 181}
 5613,   21200220,   1010111101101,   45,  (1403 2),  (2807 1), 0,  3,  6,  3,   10,  3,   {3 1871}
 5615,   21200222,   1010111101111,   21,  (2807 1),   (351 4), 2,  0,  1,  5,   12,  5,   {5 1123}
 5617,   21201001,   1010111110001,   28,   (351 4),  (2809 1), 1,  2,  3,  7,   1,   7,   {41 137}
 5619,   21201010,   1010111110011,   57,  (2809 1),  (1405 2), 0,  4,  5,  9,   3,   9,   {3 1873}
 5621,   21201012,   1010111110101,   28,  (1405 2),  (2811 1), 2,  1,  0,  0,   5,   11,  {7 11 73}
 5623,   21201021,   1010111110111,   18,  (2811 1),   (703 3), 1,  3,  2,  2,   7,   13,  {5623}
 5625,   21201100,   1010111111001,   57,   (703 3),  (2813 1), 0,  0,  4,  4,   9,   15,  {3 5}
 5627,   21201102,   1010111111011,   18,  (2813 1),  (1407 2), 2,  2,  6,  6,   11,  0,   {17 331}
 5629,   21201111,   1010111111101,   62,  (1407 2),  (2815 1), 1,  4,  1,  8,   0,   2,   {13 433}
 5631,   21201120,   1010111111111,   57,  (2815 1),    (11 9), 0,  1,  3,  10,  2,   4,   {3 1877}
 5633,   21201122,   1011000000001,   18,    (11 9),  (2817 1), 2,  3,  5,  1,   4,   6,   {43 131}
 5635,   21201201,   1011000000011,   28,  (2817 1),  (1409 2), 1,  0,  0,  3,   6,   8,   {5 7 23}
 5637,   21201210,   1011000000101,   28,  (1409 2),  (2819 1), 0,  2,  2,  5,   8,   10,  {3 1879}
 5639,   21201212,   1011000000111,   28,  (2819 1),   (705 3), 2,  4,  4,  7,   10,  12,  {5639}
 5641,   21201221,   1011000001001,   11,   (705 3),  (2821 1), 1,  1,  6,  9,   12,  14,  {5641}
 5643,   21202000,   1011000001011,   28,  (2821 1),  (1411 2), 0,  3,  1,  0,   1,   16,  {3 11 19}
 5645,   21202002,   1011000001101,    9,  (1411 2),  (2823 1), 2,  0,  3,  2,   3,   1,   {5 1129}
 5647,   21202011,   1011000001111,   18,  (2823 1),   (353 4), 1,  2,  5,  4,   5,   3,   {5647}
 5649,   21202020,   1011000010001,    9,   (353 4),  (2825 1), 0,  4,  0,  6,   7,   5,   {3 7 269}
 5651,   21202022,   1011000010011,   28,  (2825 1),  (1413 2), 2,  1,  2,  8,   9,   7,   {5651}
 5653,   21202101,   1011000010101,   45,  (1413 2),  (2827 1), 1,  3,  4,  10,  11,  9,   {5653}
 5655,   21202110,   1011000010111,   38,  (2827 1),   (707 3), 0,  0,  6,  1,   0,   11,  {3 5 13 29}
 5657,   21202112,   1011000011001,   38,   (707 3),  (2829 1), 2,  2,  1,  3,   2,   13,  {5657}
 5659,   21202121,   1011000011011,   21,  (2829 1),  (1415 2), 1,  4,  3,  5,   4,   15,  {5659}
 5661,   21202200,   1011000011101,    9,  (1415 2),  (2831 1), 0,  1,  5,  7,   6,   0,   {3 17 37}
 5663,   21202202,   1011000011111,   28,  (2831 1),   (177 5), 2,  3,  0,  9,   8,   2,   {7 809}
 5665,   21202211,   1011000100001,   45,   (177 5),  (2833 1), 1,  0,  2,  0,   10,  4,   {5 11 103}
 5667,   21202220,   1011000100011,   45,  (2833 1),  (1417 2), 0,  2,  4,  2,   12,  6,   {3 1889}
 5669,   21202222,   1011000100101,   26,  (1417 2),  (2835 1), 2,  4,  6,  4,   1,   8,   {5669}
 5671,   21210001,   1011000100111,   26,  (2835 1),   (709 3), 1,  1,  1,  6,   3,   10,  {53 107}
 5673,   21210010,   1011000101001,   74,   (709 3),  (2837 1), 0,  3,  3,  8,   5,   12,  {3 31 61}
 5675,   21210012,   1011000101011,   45,  (2837 1),  (1419 2), 2,  0,  5,  10,  7,   14,  {5 227}
 5677,   21210021,   1011000101101,   45,  (1419 2),  (2839 1), 1,  2,  0,  1,   9,   16,  {7 811}
 5679,   21210100,   1011000101111,   57,  (2839 1),   (355 4), 0,  4,  2,  3,   11,  1,   {3 631}
 5681,   21210102,   1011000110001,   26,   (355 4),  (2841 1), 2,  1,  4,  5,   0,   3,   {13 19 23}
 5683,   21210111,   1011000110011,   26,  (2841 1),  (1421 2), 1,  3,  6,  7,   2,   5,   {5683}
 5685,   21210120,   1011000110101,    9,  (1421 2),  (2843 1), 0,  0,  1,  9,   4,   7,   {3 5 379}
 5687,   21210122,   1011000110111,   62,  (2843 1),   (711 3), 2,  2,  3,  0,   6,   9,   {11 47}
 5689,   21210201,   1011000111001,   45,   (711 3),  (2845 1), 1,  4,  5,  2,   8,   11,  {5689}
 5691,   21210210,   1011000111011,   62,  (2845 1),  (1423 2), 0,  1,  0,  4,   10,  13,  {3 7 271}
 5693,   21210212,   1011000111101,   21,  (1423 2),  (2847 1), 2,  3,  2,  6,   12,  15,  {5693}
 5695,   21210221,   1011000111111,   62,  (2847 1),    (89 6), 1,  0,  4,  8,   1,   0,   {5 17 67}
 5697,   21211000,   1011001000001,   21,    (89 6),  (2849 1), 0,  2,  6,  10,  3,   2,   {3 211}
 5699,   21211002,   1011001000011,   21,  (2849 1),  (1425 2), 2,  4,  1,  1,   5,   4,   {41 139}
 5701,   21211011,   1011001000101,    6,  (1425 2),  (2851 1), 1,  1,  3,  3,   7,   6,   {5701}
 5703,   21211020,   1011001000111,   16,  (2851 1),   (713 3), 0,  3,  5,  5,   9,   8,   {3 1901}
 5705,   21211022,   1011001001001,   26,   (713 3),  (2853 1), 2,  0,  0,  7,   11,  10,  {5 7 163}
 5707,   21211101,   1011001001011,    6,  (2853 1),  (1427 2), 1,  2,  2,  9,   0,   12,  {13 439}
 5709,   21211110,   1011001001101,    6,  (1427 2),  (2855 1), 0,  4,  4,  0,   2,   14,  {3 11 173}
 5711,   21211112,   1011001001111,   45,  (2855 1),   (357 4), 2,  1,  6,  2,   4,   16,  {5711}
 5713,   21211121,   1011001010001,   62,   (357 4),  (2857 1), 1,  3,  1,  4,   6,   1,   {29 197}
 5715,   21211200,   1011001010011,   62,  (2857 1),  (1429 2), 0,  0,  3,  6,   8,   3,   {3 5 127}
 5717,   21211202,   1011001010101,    9,  (1429 2),  (2859 1), 2,  2,  5,  8,   10,  5,   {5717}
 5719,   21211211,   1011001010111,   26,  (2859 1),   (715 3), 1,  4,  0,  10,  12,  7,   {7 19 43}
 5721,   21211220,   1011001011001,   26,   (715 3),  (2861 1), 0,  1,  2,  1,   1,   9,   {3 1907}
 5723,   21211222,   1011001011011,   62,  (2861 1),  (1431 2), 2,  3,  4,  3,   3,   11,  {59 97}
 5725,   21212001,   1011001011101,    6,  (1431 2),  (2863 1), 1,  0,  6,  5,   5,   13,  {5 229}
 5727,   21212010,   1011001011111,   26,  (2863 1),   (179 5), 0,  2,  1,  7,   7,   15,  {3 23 83}
 5729,   21212012,   1011001100001,    6,   (179 5),  (2865 1), 2,  4,  3,  9,   9,   0,   {17 337}
 5731,   21212021,   1011001100011,    6,  (2865 1),  (1433 2), 1,  1,  5,  0,   11,  2,   {11 521}
 5733,   21212100,   1011001100101,    6,  (1433 2),  (2867 1), 0,  3,  0,  2,   0,   4,   {3 7 13}
 5735,   21212102,   1011001100111,   62,  (2867 1),   (717 3), 2,  0,  2,  4,   2,   6,   {5 31 37}
 5737,   21212111,   1011001101001,   38,   (717 3),  (2869 1), 1,  2,  4,  6,   4,   8,   {5737}
 5739,   21212120,   1011001101011,   62,  (2869 1),  (1435 2), 0,  4,  6,  8,   6,   10,  {3 1913}
 5741,   21212122,   1011001101101,   26,  (1435 2),  (2871 1), 2,  1,  1,  10,  8,   12,  {5741}
 5743,   21212201,   1011001101111,   26,  (2871 1),   (359 4), 1,  3,  3,  1,   10,  14,  {5743}
 5745,   21212210,   1011001110001,    9,   (359 4),  (2873 1), 0,  0,  5,  3,   12,  16,  {3 5 383}
 5747,   21212212,   1011001110011,   62,  (2873 1),  (1437 2), 2,  2,  0,  5,   1,   1,   {7 821}
 5749,   21212221,   1011001110101,   16,  (1437 2),  (2875 1), 1,  4,  2,  7,   3,   3,   {5749}
 5751,   21220000,   1011001110111,   16,  (2875 1),   (719 3), 0,  1,  4,  9,   5,   5,   {3 71}
 5753,   21220002,   1011001111001,   45,   (719 3),  (2877 1), 2,  3,  6,  0,   7,   7,   {11 523}
 5755,   21220011,   1011001111011,   16,  (2877 1),  (1439 2), 1,  0,  1,  2,   9,   9,   {5 1151}
 5757,   21220020,   1011001111101,   45,  (1439 2),  (2879 1), 0,  2,  3,  4,   11,  11,  {3 19 101}
 5759,   21220022,   1011001111111,   38,  (2879 1),    (45 7), 2,  4,  5,  6,   0,   13,  {13 443}
 5761,   21220101,   1011010000001,   62,    (45 7),  (2881 1), 1,  1,  0,  8,   2,   15,  {7 823}
 5763,   21220110,   1011010000011,    9,  (2881 1),  (1441 2), 0,  3,  2,  10,  4,   0,   {3 17 113}
 5765,   21220112,   1011010000101,   50,  (1441 2),  (2883 1), 2,  0,  4,  1,   6,   2,   {5 1153}
 5767,   21220121,   1011010000111,   16,  (2883 1),   (721 3), 1,  2,  6,  3,   8,   4,   {73 79}
 5769,   21220200,   1011010001001,   62,   (721 3),  (2885 1), 0,  4,  1,  5,   10,  6,   {3 641}
 5771,   21220202,   1011010001011,   50,  (2885 1),  (1443 2), 2,  1,  3,  7,   12,  8,   {29 199}
 5773,   21220211,   1011010001101,   14,  (1443 2),  (2887 1), 1,  3,  5,  9,   1,   10,  {23 251}
 5775,   21220220,   1011010001111,   45,  (2887 1),   (361 4), 0,  0,  0,  0,   3,   12,  {3 5 7 11}
 5777,   21220222,   1011010010001,   50,   (361 4),  (2889 1), 2,  2,  2,  2,   5,   14,  {53 109}
 5779,   21221001,   1011010010011,   50,  (2889 1),  (1445 2), 1,  4,  4,  4,   7,   16,  {5779}
 5781,   21221010,   1011010010101,   14,  (1445 2),  (2891 1), 0,  1,  6,  6,   9,   1,   {3 41 47}
 5783,   21221012,   1011010010111,   14,  (2891 1),   (723 3), 2,  3,  1,  8,   11,  3,   {5783}
 5785,   21221021,   1011010011001,   26,   (723 3),  (2893 1), 1,  0,  3,  10,  0,   5,   {5 13 89}
 5787,   21221100,   1011010011011,   26,  (2893 1),  (1447 2), 0,  2,  5,  1,   2,   7,   {3 643}
 5789,   21221102,   1011010011101,   16,  (1447 2),  (2895 1), 2,  4,  0,  3,   4,   9,   {7 827}
 5791,   21221111,   1011010011111,   38,  (2895 1),   (181 5), 1,  1,  2,  5,   6,   11,  {5791}
 5793,   21221120,   1011010100001,   16,   (181 5),  (2897 1), 0,  3,  4,  7,   8,   13,  {3 1931}
 5795,   21221122,   1011010100011,   50,  (2897 1),  (1449 2), 2,  0,  6,  9,   10,  15,  {5 19 61}
 5797,   21221201,   1011010100101,   50,  (1449 2),  (2899 1), 1,  2,  1,  0,   12,  0,   {11 17 31}
 5799,   21221210,   1011010100111,   74,  (2899 1),   (725 3), 0,  4,  3,  2,   1,   2,   {3 1933}
 5801,   21221212,   1011010101001,   26,   (725 3),  (2901 1), 2,  1,  5,  4,   3,   4,   {5801}
 5803,   21221221,   1011010101011,   62,  (2901 1),  (1451 2), 1,  3,  0,  6,   5,   6,   {7 829}
 5805,   21222000,   1011010101101,   50,  (1451 2),  (2903 1), 0,  0,  2,  8,   7,   8,   {3 5 43}
 5807,   21222002,   1011010101111,   38,  (2903 1),   (363 4), 2,  2,  4,  10,  9,   10,  {5807}
 5809,   21222011,   1011010110001,   14,   (363 4),  (2905 1), 1,  4,  6,  1,   11,  12,  {37 157}
 5811,   21222020,   1011010110011,   14,  (2905 1),  (1453 2), 0,  1,  1,  3,   0,   14,  {3 13 149}
 5813,   21222022,   1011010110101,   14,  (1453 2),  (2907 1), 2,  3,  3,  5,   2,   16,  {5813}
 5815,   21222101,   1011010110111,   50,  (2907 1),   (727 3), 1,  0,  5,  7,   4,   1,   {5 1163}
 5817,   21222110,   1011010111001,   50,   (727 3),  (2909 1), 0,  2,  0,  9,   6,   3,   {3 7 277}
 5819,   21222112,   1011010111011,   50,  (2909 1),  (1455 2), 2,  4,  2,  0,   8,   5,   {11 23}
 5821,   21222121,   1011010111101,   50,  (1455 2),  (2911 1), 1,  1,  4,  2,   10,  7,   {5821}
 5823,   21222200,   1011010111111,   50,  (2911 1),    (91 6), 0,  3,  6,  4,   12,  9,   {3 647}
 5825,   21222202,   1011011000001,   14,    (91 6),  (2913 1), 2,  0,  1,  6,   1,   11,  {5 233}
 5827,   21222211,   1011011000011,   38,  (2913 1),  (1457 2), 1,  2,  3,  8,   3,   13,  {5827}
 5829,   21222220,   1011011000101,    9,  (1457 2),  (2915 1), 0,  4,  5,  10,  5,   15,  {3 29 67}
 5831,   21222222,   1011011000111,   14,  (2915 1),   (729 3), 2,  1,  0,  1,   7,   0,   {7 17}
 5833,   22000001,   1011011001001,   26,   (729 3),  (2917 1), 1,  3,  2,  3,   9,   2,   {19 307}
 5835,   22000010,   1011011001011,   26,  (2917 1),  (1459 2), 0,  0,  4,  5,   11,  4,   {3 5 389}
 5837,   22000012,   1011011001101,    9,  (1459 2),  (2919 1), 2,  2,  6,  7,   0,   6,   {13 449}
 5839,   22000021,   1011011001111,   79,  (2919 1),   (365 4), 1,  4,  1,  9,   2,   8,   {5839}
 5841,   22000100,   1011011010001,   26,   (365 4),  (2921 1), 0,  1,  3,  0,   4,   10,  {3 11 59}
 5843,   22000102,   1011011010011,   26,  (2921 1),  (1461 2), 2,  3,  5,  2,   6,   12,  {5843}
 5845,   22000111,   1011011010101,   33,  (1461 2),  (2923 1), 1,  0,  0,  4,   8,   14,  {5 7 167}
 5847,   22000120,   1011011010111,   50,  (2923 1),   (731 3), 0,  2,  2,  6,   10,  16,  {3 1949}
 5849,   22000122,   1011011011001,   50,   (731 3),  (2925 1), 2,  4,  4,  8,   12,  1,   {5849}
 5851,   22000201,   1011011011011,   50,  (2925 1),  (1463 2), 1,  1,  6,  10,  1,   3,   {5851}
 5853,   22000210,   1011011011101,   50,  (1463 2),  (2927 1), 0,  3,  1,  1,   3,   5,   {3 1951}
 5855,   22000212,   1011011011111,   62,  (2927 1),   (183 5), 2,  0,  3,  3,   5,   7,   {5 1171}
 5857,   22000221,   1011011100001,   50,   (183 5),  (2929 1), 1,  2,  5,  5,   7,   9,   {5857}
 5859,   22001000,   1011011100011,   33,  (2929 1),  (1465 2), 0,  4,  0,  7,   9,   11,  {3 7 31}
 5861,   22001002,   1011011100101,    9,  (1465 2),  (2931 1), 2,  1,  2,  9,   11,  13,  {5861}
 5863,   22001011,   1011011100111,   45,  (2931 1),   (733 3), 1,  3,  4,  0,   0,   15,  {11 13 41}
 5865,   22001020,   1011011101001,   35,   (733 3),  (2933 1), 0,  0,  6,  2,   2,   0,   {3 5 17 23}
 5867,   22001022,   1011011101011,   26,  (2933 1),  (1467 2), 2,  2,  1,  4,   4,   2,   {5867}
 5869,   22001101,   1011011101101,   50,  (1467 2),  (2935 1), 1,  4,  3,  6,   6,   4,   {5869}
 5871,   22001110,   1011011101111,   26,  (2935 1),   (367 4), 0,  1,  5,  8,   8,   6,   {3 19 103}
 5873,   22001112,   1011011110001,   33,   (367 4),  (2937 1), 2,  3,  0,  10,  10,  8,   {7 839}
 5875,   22001121,   1011011110011,   16,  (2937 1),  (1469 2), 1,  0,  2,  1,   12,  10,  {5 47}
 5877,   22001200,   1011011110101,   14,  (1469 2),  (2939 1), 0,  2,  4,  3,   1,   12,  {3 653}
 5879,   22001202,   1011011110111,   26,  (2939 1),   (735 3), 2,  4,  6,  5,   3,   14,  {5879}
 5881,   22001211,   1011011111001,   14,   (735 3),  (2941 1), 1,  1,  1,  7,   5,   16,  {5881}
 5883,   22001220,   1011011111011,   50,  (2941 1),  (1471 2), 0,  3,  3,  9,   7,   1,   {3 37 53}
 5885,   22001222,   1011011111101,   62,  (1471 2),  (2943 1), 2,  0,  5,  0,   9,   3,   {5 11 107}
 5887,   22002001,   1011011111111,   43,  (2943 1),    (23 8), 1,  2,  0,  2,   11,  5,   {7 29}
 5889,   22002010,   1011100000001,   33,    (23 8),  (2945 1), 0,  4,  2,  4,   0,   7,   {3 13 151}
 5891,   22002012,   1011100000011,   26,  (2945 1),  (1473 2), 2,  1,  4,  6,   2,   9,   {43 137}
 5893,   22002021,   1011100000101,   33,  (1473 2),  (2947 1), 1,  3,  6,  8,   4,   11,  {71 83}
 5895,   22002100,   1011100000111,   26,  (2947 1),   (737 3), 0,  0,  1,  10,  6,   13,  {3 5 131}
 5897,   22002102,   1011100001001,   26,   (737 3),  (2949 1), 2,  2,  3,  1,   8,   15,  {5897}
 5899,   22002111,   1011100001011,   14,  (2949 1),  (1475 2), 1,  4,  5,  3,   10,  0,   {17 347}
 5901,   22002120,   1011100001101,   50,  (1475 2),  (2951 1), 0,  1,  0,  5,   12,  2,   {3 7 281}
 5903,   22002122,   1011100001111,   33,  (2951 1),   (369 4), 2,  3,  2,  7,   1,   4,   {5903}
 5905,   22002201,   1011100010001,   50,   (369 4),  (2953 1), 1,  0,  4,  9,   3,   6,   {5 1181}
 5907,   22002210,   1011100010011,   43,  (2953 1),  (1477 2), 0,  2,  6,  0,   5,   8,   {3 11 179}
