# Odd core environment

This is a list of the first 2000 integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- residues of the odd core modulo a set of small primes follow (`m3`, `m5`, etc)

oc,k,dist,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
1049,0,20,2,4,6,4,9,12,4,14,5,26
525,1,8,0,0,0,8,5,15,12,19,3,29
1051,0,32,1,1,1,6,11,14,6,16,7,28
263,2,27,2,3,4,10,3,8,16,10,2,15
1053,0,27,0,3,3,8,0,16,8,18,9,30
527,1,27,2,2,2,10,7,0,14,21,5,0
1055,0,61,2,0,5,10,2,1,10,20,11,1
33,5,8,0,3,5,0,7,16,14,10,4,2
1057,0,27,1,2,0,1,4,3,12,22,13,3
529,1,8,1,4,4,1,9,2,16,0,7,2
1059,0,8,0,4,2,3,6,5,14,1,15,5
265,2,44,1,0,6,1,5,10,18,12,4,17
1061,0,44,2,1,4,5,8,7,16,3,17,7
531,1,44,0,1,6,3,11,4,18,2,9,4
1063,0,25,1,3,6,7,10,9,18,5,19,9
133,3,8,1,3,0,1,3,14,0,18,17,9
1065,0,25,0,0,1,9,12,11,1,7,21,11
533,1,8,2,3,1,5,0,6,1,4,11,6
1067,0,20,2,2,3,0,1,13,3,9,23,13
267,2,5,0,2,1,3,7,12,1,14,6,19
1069,0,5,1,4,5,2,3,15,5,11,25,15
535,1,5,1,0,3,7,2,8,3,6,13,8
1071,0,61,0,1,0,4,5,0,7,13,27,17
67,4,8,1,2,4,1,2,16,10,21,9,5
1073,0,5,2,3,2,6,7,2,9,15,0,19
537,1,5,0,2,5,9,4,10,5,8,15,10
1075,0,5,1,0,4,8,9,4,11,17,2,21
269,2,8,2,4,3,5,9,14,3,16,8,21
1077,0,8,0,2,6,10,11,6,13,19,4,23
539,1,15,2,4,0,0,6,12,7,10,17,12
1079,0,15,2,4,1,1,0,8,15,21,6,25
135,3,13,0,0,2,3,5,16,2,20,19,11
1081,0,49,1,1,3,3,2,10,17,0,8,27
541,1,13,1,1,2,2,8,14,9,12,19,14
1083,0,49,0,3,5,5,4,12,0,2,10,29
271,2,13,1,1,5,7,11,16,5,18,10,23
1085,0,13,2,0,0,7,6,14,2,4,12,0
543,1,49,0,3,4,4,10,16,11,14,21,16
1087,0,49,1,2,2,9,8,16,4,6,14,2
17,6,3,2,2,3,6,4,0,17,17,17,17
1089,0,13,0,4,4,0,10,1,6,8,16,4
545,1,13,2,0,6,6,12,1,13,16,23,18
1091,0,13,2,1,6,2,12,3,8,10,18,6
273,2,8,0,3,0,9,0,1,7,20,12,25
1093,0,8,1,3,1,4,1,5,10,12,20,8
547,1,8,1,2,1,8,1,3,15,18,25,20
1095,0,25,0,0,3,6,3,7,12,14,22,10
137,3,32,2,2,4,5,7,1,4,22,21,13
1097,0,49,2,2,5,8,5,9,14,16,24,12
549,1,32,0,4,3,10,3,5,17,20,27,22
1099,0,8,1,4,0,10,7,11,16,18,26,14
275,2,32,2,0,2,0,2,3,9,22,14,27
1101,0,32,0,1,2,1,9,13,18,20,28,16
551,1,13,2,1,5,1,5,7,0,22,0,24
1103,0,13,2,3,4,3,11,15,1,22,1,18
69,4,3,0,4,6,3,4,1,12,0,11,7
1105,0,32,1,0,6,5,0,0,3,1,3,20
553,1,49,1,3,0,3,7,9,2,1,2,26
1107,0,49,0,2,1,7,2,2,5,3,5,22
277,2,3,1,2,4,2,4,5,11,1,16,29
1109,0,3,2,4,3,9,4,4,7,5,7,24
555,1,8,0,0,2,5,9,11,4,3,4,28
1111,0,8,1,1,5,0,6,6,9,7,9,26
139,3,13,1,4,6,7,9,3,6,1,23,15
1113,0,49,0,3,0,2,8,8,11,9,11,28
557,1,13,2,2,4,7,11,13,6,5,6,30
1115,0,32,2,0,2,4,10,10,13,11,13,30
279,2,13,0,4,6,4,6,7,13,3,18,0
1117,0,13,1,2,4,6,12,12,15,13,15,1
559,1,30,1,4,6,9,0,15,8,7,8,1
1119,0,30,0,4,6,8,1,14,17,15,17,3
35,5,3,2,0,0,2,9,1,16,12,6,4
1121,0,13,2,1,1,10,3,16,0,17,19,5
561,1,13,0,1,1,0,2,0,10,9,10,3
1123,0,13,1,3,3,1,5,1,2,19,21,7
281,2,13,2,1,1,6,8,9,15,5,20,2
1125,0,13,0,0,5,3,7,3,4,21,23,9
563,1,13,2,3,3,2,4,2,12,11,12,5
1127,0,49,2,2,0,5,9,5,6,0,25,11
141,3,3,0,1,1,9,11,5,8,3,25,17
1129,0,10,1,4,2,7,11,7,8,2,27,13
565,1,3,1,0,5,4,6,4,14,13,14,7
1131,0,10,0,1,4,9,0,9,10,4,0,15
283,2,20,1,3,3,8,10,11,17,7,22,4
1133,0,20,2,3,6,0,2,11,12,6,2,17
567,1,20,0,2,0,6,8,6,16,15,16,9
1135,0,20,1,0,1,2,4,13,14,8,4,19
71,4,37,2,1,1,5,6,3,14,2,13,9
1137,0,3,0,2,3,4,6,15,16,10,6,21
569,1,18,2,4,2,8,10,8,18,17,18,11
1139,0,18,2,4,5,6,8,0,18,12,8,23
285,2,37,0,0,5,10,12,13,0,9,24,6
1141,0,37,1,1,0,8,10,2,1,14,10,25
571,1,8,1,1,4,10,12,10,1,19,20,13
1143,0,8,0,3,2,10,12,4,3,16,12,27
143,3,37,2,3,3,0,0,7,10,5,27,19
1145,0,54,2,0,4,1,1,6,5,18,14,29
573,1,37,0,3,6,1,1,12,3,21,22,15
1147,0,18,1,2,6,3,3,8,7,20,16,0
287,2,13,2,2,0,1,1,15,2,11,26,8
1149,0,13,0,4,1,5,5,10,9,22,18,2
575,1,13,2,0,1,3,3,14,5,0,24,17
1151,0,18,2,1,3,7,7,12,11,1,20,4
9,7,6,0,4,2,9,9,9,9,9,9,9
1153,0,54,1,3,5,9,9,14,13,3,22,6
577,1,8,1,2,3,5,5,16,7,2,26,19
1155,0,8,0,0,0,0,11,16,15,5,24,8
289,2,8,1,4,2,3,3,0,4,13,28,10
1157,0,8,2,2,2,2,0,1,17,7,26,10
579,1,8,0,4,5,7,7,1,9,4,28,21
1159,0,18,1,4,4,4,2,3,0,9,28,12
145,3,42,1,0,5,2,2,9,12,7,0,21
1161,0,66,0,1,6,6,4,5,2,11,1,14
581,1,42,2,1,0,9,9,3,11,6,1,23
1163,0,54,2,3,1,8,6,7,4,13,3,16
291,2,42,0,1,4,5,5,2,6,15,1,12
1165,0,42,1,0,3,10,8,9,6,15,5,18
583,1,8,1,3,2,0,11,5,13,8,3,25
1167,0,8,0,2,5,1,10,11,8,17,7,20
73,4,42,1,3,3,7,8,5,16,4,15,11
1169,0,18,2,4,0,3,12,13,10,19,9,22
585,1,18,0,0,4,2,0,7,15,10,5,27
1171,0,18,1,1,2,5,1,15,12,21,11,24
293,2,42,2,3,6,7,7,4,8,17,3,14
1173,0,42,0,3,4,7,3,0,14,0,13,26
587,1,42,2,2,6,4,2,9,17,12,7,29
1175,0,42,2,0,6,9,5,2,16,2,15,28
147,3,42,0,2,0,4,4,11,14,9,2,23
1177,0,8,1,2,1,0,7,4,18,4,17,30
589,1,42,1,4,1,6,4,11,0,14,9,0
1179,0,18,0,4,3,2,9,6,1,6,19,1
295,2,18,1,0,1,9,9,6,10,19,5,16
1181,0,18,2,1,5,4,11,8,3,8,21,3
591,1,18,0,1,3,8,6,13,2,16,11,2
1183,0,30,1,3,0,6,0,10,5,10,23,5
37,5,6,1,2,2,4,11,3,18,14,8,6
1185,0,54,0,0,2,8,2,12,7,12,25,7
593,1,25,2,3,5,10,8,15,4,18,13,4
1187,0,25,2,2,4,10,4,14,9,14,27,9
297,2,25,0,2,3,0,11,8,12,21,7,18
1189,0,25,1,4,6,1,6,16,11,16,0,11
595,1,25,1,0,0,1,10,0,6,20,15,6
1191,0,15,0,1,1,3,8,1,13,18,2,13
149,3,6,2,4,2,6,6,13,16,11,4,25
1193,0,35,2,3,3,5,10,3,15,20,4,15
597,1,6,0,2,2,3,12,2,8,22,17,8
1195,0,42,1,0,5,7,12,5,17,22,6,17
299,2,42,2,4,5,2,0,10,14,0,9,20
1197,0,42,0,2,0,9,1,7,0,1,8,19
599,1,42,2,4,4,5,1,4,10,1,19,10
1199,0,23,2,4,2,0,3,9,2,3,10,21
75,4,3,0,0,5,9,10,7,18,6,17,13
1201,0,18,1,1,4,2,5,11,4,5,12,23
601,1,18,1,1,6,7,3,6,12,3,21,12
1203,0,18,0,3,6,4,7,13,6,7,14,25
301,2,3,1,1,0,4,2,12,16,2,11,22
1205,0,3,2,0,1,6,9,15,8,9,16,27
603,1,23,0,3,1,9,5,8,14,5,23,14
1207,0,23,1,2,3,8,11,0,10,11,18,29
151,3,3,1,1,4,8,8,15,18,13,6,27
1209,0,18,0,4,5,10,0,2,12,13,20,0
605,1,3,2,0,3,0,7,10,16,7,25,16
1211,0,23,2,1,0,1,2,4,14,15,22,2
303,2,13,0,3,2,6,4,14,18,4,13,24
1213,0,13,1,3,2,3,4,6,16,17,24,4
607,1,13,1,2,5,2,9,12,18,9,27,18
1215,0,59,0,0,4,5,6,8,18,19,26,6
19,6,6,1,4,5,8,6,2,0,19,19,19
1217,0,47,2,2,6,7,8,10,1,21,28,8
609,1,47,0,4,0,4,11,14,1,11,0,20
1219,0,47,1,4,1,9,10,12,3,0,1,10
305,2,11,2,0,4,8,6,16,1,6,15,26
1221,0,11,0,1,3,0,12,14,5,2,3,12
611,1,11,2,1,2,6,0,16,3,13,2,22
1223,0,47,2,3,5,2,1,16,7,4,5,14
153,3,11,0,3,6,10,10,0,1,15,8,29
1225,0,47,1,0,0,4,3,1,9,6,7,16
613,1,11,1,3,4,8,2,1,5,15,4,24
1227,0,47,0,2,2,6,5,3,11,8,9,18
307,2,11,1,2,6,10,8,1,3,8,17,28
1229,0,11,2,4,4,8,7,5,13,10,11,20
615,1,23,0,0,6,10,4,3,7,17,6,26
1231,0,23,1,1,6,10,9,7,15,12,13,22
77,4,6,2,2,0,0,12,9,1,8,19,15
1233,0,47,0,3,1,1,11,9,17,14,15,24
617,1,47,2,2,1,1,6,5,9,19,8,28
1235,0,47,2,0,3,3,0,11,0,16,17,26
309,2,6,0,4,1,1,10,3,5,10,19,30
1237,0,6,1,2,5,5,2,13,2,18,19,28
619,1,47,1,4,3,3,8,7,11,21,10,30
1239,0,47,0,4,0,7,4,15,4,20,21,30
155,3,30,2,0,1,1,12,2,3,17,10,0
1241,0,11,2,1,2,9,6,0,6,22,23,1
621,1,30,0,1,5,5,10,9,13,0,12,1
1243,0,23,1,3,4,0,8,2,8,1,25,3
311,2,30,2,1,3,3,12,5,7,12,21,1
1245,0,30,0,0,6,2,10,4,10,3,27,5
623,1,47,2,3,0,7,12,11,15,2,14,3
1247,0,47,2,2,1,4,12,6,12,5,0,7
39,5,11,0,4,4,6,0,5,1,16,10,8
1249,0,64,1,4,3,6,1,8,14,7,2,9
625,1,6,1,0,2,9,1,13,17,4,16,5
1251,0,6,0,1,5,8,3,10,16,9,4,11
313,2,47,1,3,5,5,1,7,9,14,23,3
1253,0,47,2,3,0,10,5,12,18,11,6,13
627,1,47,0,2,4,0,3,15,0,6,18,7
1255,0,30,1,0,2,1,7,14,1,13,8,15
157,3,11,1,2,3,3,1,4,5,19,12,2
1257,0,11,0,2,4,3,9,16,3,15,10,17
629,1,11,2,4,6,2,5,0,2,8,20,9
1259,0,28,2,4,6,5,11,1,5,17,12,19
315,2,11,0,0,0,7,3,9,11,16,25,5
1261,0,11,1,1,1,7,0,3,7,19,14,21
631,1,11,1,1,1,4,7,2,4,10,22,11
1263,0,64,0,3,3,9,2,5,9,21,16,23
79,4,11,1,4,2,2,1,11,3,10,21,17
1265,0,11,2,0,5,0,4,7,11,0,18,25
633,1,8,0,3,3,6,9,4,6,12,24,13
1267,0,8,1,2,0,2,6,9,13,2,20,27
317,2,11,2,2,2,9,5,11,13,18,27,7
1269,0,11,0,4,2,4,8,11,15,4,22,29
635,1,8,2,0,5,8,11,6,8,14,26,15
1271,0,8,2,1,4,6,10,13,17,6,24,0
159,3,18,0,4,5,5,3,6,7,21,14,4
1273,0,8,1,3,6,8,12,15,0,8,26,2
637,1,18,1,2,0,10,0,8,10,16,28,17
1275,0,28,0,0,1,10,1,0,2,10,28,4
319,2,18,1,4,4,0,7,13,15,20,0,9
1277,0,18,2,2,3,1,3,2,4,12,1,6
639,1,47,0,4,2,1,2,10,12,18,1,19
1279,0,47,1,4,5,3,5,4,6,14,3,8
5,8,1,2,0,5,5,5,5,5,5,5,5
1281,0,16,0,1,0,5,7,6,8,16,5,10
641,1,16,2,1,4,3,4,12,14,20,3,21
1283,0,16,2,3,2,7,9,8,10,18,7,12
321,2,6,0,1,6,2,9,15,17,22,2,11
1285,0,6,1,0,4,9,11,10,12,20,9,14
643,1,6,1,3,6,5,6,14,16,22,5,23
1287,0,52,0,2,6,0,0,12,14,22,11,16
161,3,35,2,1,0,7,5,8,9,0,16,6
1289,0,52,2,4,1,2,2,14,16,1,13,18
645,1,35,0,0,1,7,8,16,18,1,7,25
1291,0,16,1,1,3,4,4,16,18,3,15,20
323,2,35,2,3,1,4,11,0,0,1,4,13
1293,0,35,0,3,5,6,6,1,1,5,17,22
647,1,11,2,2,3,9,10,1,1,3,9,27
1295,0,11,2,0,0,8,8,3,3,7,19,24
81,4,6,0,1,4,4,3,13,5,12,23,19
1297,0,35,1,2,2,10,10,5,5,9,21,26
649,1,52,1,4,5,0,12,3,3,5,11,29
1299,0,52,0,4,4,1,12,7,7,11,23,28
325,2,6,1,0,3,6,0,2,2,3,6,15
1301,0,6,2,1,6,3,1,9,9,13,25,30
651,1,35,0,1,0,2,1,5,5,7,13,0
1303,0,35,1,3,1,5,3,11,11,15,27,1
163,3,6,1,3,2,9,7,10,11,2,18,8
1305,0,16,0,0,3,7,5,13,13,17,0,3
653,1,6,2,3,2,4,3,7,7,9,15,2
1307,0,64,2,2,5,9,7,15,15,19,2,5
327,2,52,0,2,5,8,2,4,4,5,8,17
1309,0,52,1,4,0,0,9,0,17,21,4,7
655,1,52,1,0,4,6,5,9,9,11,17,4
1311,0,35,0,1,2,2,11,2,0,0,6,9
41,5,40,2,1,6,8,2,7,3,18,12,10
1313,0,6,2,3,4,4,0,4,2,2,8,11
657,1,16,0,2,6,8,7,11,11,13,19,6
1315,0,16,1,0,6,6,2,6,4,4,10,13
329,2,16,2,4,0,10,4,6,6,7,10,19
1317,0,16,0,2,1,8,4,8,6,6,12,15
659,1,16,2,4,1,10,9,13,13,15,21,8
1319,0,52,2,4,3,10,6,10,8,8,14,17
165,3,40,0,0,4,0,9,12,13,4,20,10
1321,0,35,1,1,5,1,8,12,10,10,16,19
661,1,40,1,1,3,1,11,15,15,17,23,10
1323,0,16,0,3,0,3,10,14,12,12,18,21
331,2,6,1,1,2,1,6,8,8,9,12,21
1325,0,6,2,0,2,5,12,16,14,14,20,23
663,1,6,0,3,5,3,0,0,17,19,25,12
1327,0,16,1,2,4,7,1,1,16,16,22,25
83,4,40,2,3,6,6,5,15,7,14,25,21
1329,0,16,0,4,6,9,3,3,18,18,24,27
665,1,16,2,0,0,5,2,2,0,21,27,14
1331,0,16,2,1,1,0,5,5,1,20,26,29
333,2,40,0,3,4,3,8,10,10,11,14,23
1333,0,40,1,3,3,2,7,7,3,22,28,0
667,1,52,1,2,2,7,4,4,2,0,0,16
1335,0,52,0,0,5,4,9,9,5,1,1,2
167,3,23,2,2,6,2,11,14,15,6,22,12
1337,0,13,2,2,0,6,11,11,7,3,3,4
669,1,23,0,4,4,9,6,6,4,2,2,18
1339,0,6,1,4,2,8,0,13,9,5,5,6
335,2,23,2,0,6,5,10,12,12,13,16,25
1341,0,23,0,1,4,10,2,15,11,7,7,8
671,1,33,2,1,6,0,8,8,6,4,4,20
1343,0,33,2,3,6,1,4,0,13,9,9,10
21,6,1,0,1,0,10,8,4,2,21,21,21
1345,0,40,1,0,1,3,6,2,15,11,11,12
673,1,21,1,3,1,2,10,10,8,6,6,22
1347,0,21,0,2,3,5,8,4,17,13,13,14
337,2,40,1,2,1,7,12,14,14,15,18,27
1349,0,40,2,4,5,7,10,6,0,15,15,16
675,1,40,0,0,3,4,12,12,10,8,8,24
1351,0,57,1,1,0,9,12,8,2,17,17,18
169,3,16,1,4,1,4,0,16,17,8,24,14
1353,0,11,0,3,2,0,1,10,4,19,19,20
677,1,16,2,2,5,6,1,14,12,10,10,26
1355,0,40,2,0,4,2,3,12,6,21,21,22
339,2,16,0,4,3,9,1,16,16,17,20,29
1357,0,16,1,2,6,4,5,14,8,0,23,24
679,1,21,1,4,0,8,3,16,14,12,12,28
1359,0,21,0,4,1,6,7,16,10,2,25,26
85,4,1,1,0,1,8,7,0,9,16,27,23
1361,0,16,2,1,3,8,9,1,12,4,27,28
681,1,21,0,1,2,10,5,1,16,14,14,30
1363,0,21,1,3,5,10,11,3,14,6,0,30
341,2,1,2,1,5,0,3,1,18,19,22,0
1365,0,1,0,0,0,1,0,5,16,8,2,1
683,1,11,2,3,4,1,7,3,18,16,16,1
1367,0,11,2,2,2,3,2,7,18,10,4,3
171,3,45,0,1,3,6,2,1,0,10,26,16
1369,0,11,1,4,4,5,4,9,1,12,6,5
685,1,45,1,0,6,3,9,5,1,18,18,3
1371,0,40,0,1,6,7,6,11,3,14,8,7
343,2,45,1,3,0,2,5,3,1,21,24,2
1373,0,45,2,3,1,9,8,13,5,16,10,9
687,1,11,0,2,1,5,11,7,3,20,20,5
1375,0,11,1,0,3,0,10,15,7,18,12,11
43,5,9,1,3,1,10,4,9,5,20,14,12
1377,0,57,0,2,5,2,12,0,9,20,14,13
689,1,45,2,4,3,7,0,9,5,22,22,7
1379,0,45,2,4,0,4,1,2,11,22,16,15
345,2,45,0,0,2,4,7,5,3,0,26,4
1381,0,45,1,1,2,6,3,4,13,1,18,17
691,1,45,1,1,5,9,2,11,7,1,24,9
1383,0,33,0,3,4,8,5,6,15,3,20,19
173,3,9,2,3,5,8,4,3,2,12,28,18
1385,0,21,2,0,6,10,7,8,17,5,22,21
693,1,9,0,3,0,0,4,13,9,3,26,11
1387,0,21,1,2,1,1,9,10,0,7,24,23
347,2,45,2,2,4,6,9,7,5,2,28,6
1389,0,45,0,4,3,3,11,12,2,9,26,25
695,1,45,2,0,2,2,6,15,11,5,28,13
1391,0,40,2,1,5,5,0,14,4,11,28,27
87,4,9,0,2,3,10,9,2,11,18,0,25
1393,0,9,1,3,0,7,2,16,6,13,1,29
697,1,45,1,2,4,4,8,0,13,7,1,15
1395,0,45,0,0,2,9,4,1,8,15,3,0
349,2,9,1,4,6,8,11,9,7,4,1,8
1397,0,9,2,2,4,0,6,3,10,17,5,2
699,1,21,0,4,6,6,10,2,15,9,3,17
1399,0,21,1,4,6,2,8,5,12,19,7,4
175,3,28,1,0,0,10,6,5,4,14,1,20
1401,0,33,0,1,1,4,10,7,14,21,9,6
701,1,28,2,1,1,8,12,4,17,11,5,19
1403,0,45,2,3,3,6,12,9,16,0,11,8
351,2,28,0,1,1,10,0,11,9,6,3,10
1405,0,28,1,0,5,8,1,11,18,2,13,10
703,1,62,1,3,3,10,1,6,0,13,7,21
1407,0,62,0,2,0,10,3,13,1,4,15,12
11,7,4,2,1,4,0,11,11,11,11,11,11
1409,0,28,2,4,2,1,5,15,3,6,17,14
705,1,9,0,0,5,1,3,8,2,15,9,23
1411,0,9,1,1,4,3,7,0,5,8,19,16
353,2,45,2,3,3,1,2,13,11,8,5,12
1413,0,45,0,3,6,5,9,2,7,10,21,18
707,1,45,2,2,0,3,5,10,4,17,11,25
1415,0,9,2,0,1,7,11,4,9,12,23,20
177,3,9,0,2,2,1,8,7,6,16,3,22
1417,0,26,1,2,3,9,0,6,11,14,25,22
709,1,9,1,4,2,5,7,12,6,19,13,27
1419,0,45,0,4,5,0,2,8,13,16,27,24
355,2,9,1,0,5,3,4,15,13,10,7,14
1421,0,9,2,1,0,2,4,10,15,18,0,26
711,1,21,0,1,4,7,9,14,8,21,15,29
1423,0,21,1,3,2,4,6,12,17,20,2,28
89,4,9,2,4,5,1,11,4,13,20,2,27
1425,0,6,0,0,4,6,8,14,0,22,4,30
713,1,6,2,3,6,9,11,16,10,0,17,0
1427,0,6,2,2,6,8,10,16,2,1,6,1
357,2,9,0,2,0,5,6,0,15,12,9,16
1429,0,9,1,4,1,10,12,1,4,3,8,3
715,1,6,1,0,1,0,0,1,12,2,19,2
1431,0,6,0,1,3,1,1,3,6,5,10,5
179,3,9,2,4,4,3,10,9,8,18,5,24
1433,0,6,2,3,5,3,3,5,8,7,12,7
717,1,9,0,2,3,2,2,3,14,4,21,4
1435,0,26,1,0,0,5,5,7,10,9,14,9
359,2,16,2,4,2,7,8,2,17,14,11,18
1437,0,16,0,2,2,7,7,9,12,11,16,11
719,1,16,2,4,5,4,4,5,16,6,23,6
1439,0,45,2,4,4,9,9,11,14,13,18,13
45,5,4,0,0,3,1,6,11,7,22,16,14
1441,0,50,1,1,6,0,11,13,16,15,20,15
721,1,14,1,1,0,6,6,7,18,8,25,8
1443,0,14,0,3,1,2,0,15,18,17,22,17
361,2,14,1,1,4,9,10,4,0,16,13,20
1445,0,14,2,0,3,4,2,0,1,19,24,19
723,1,14,0,3,2,8,8,9,1,10,27,10
1447,0,16,1,2,5,6,4,2,3,21,26,21
181,3,4,1,1,6,5,12,11,10,20,7,26
1449,0,50,0,4,0,8,6,4,5,0,28,23
725,1,4,2,0,4,10,10,11,3,12,0,12
1451,0,50,2,1,2,10,8,6,7,2,1,25
363,2,14,0,3,6,0,12,6,2,18,15,22
1453,0,14,1,3,4,1,10,8,9,4,3,27
727,1,14,1,2,6,1,12,13,5,14,2,14
1455,0,50,0,0,6,3,12,10,11,6,5,29
91,4,33,1,1,0,3,0,6,15,22,4,29
1457,0,9,2,2,1,5,1,12,13,8,7,0
729,1,9,0,4,1,3,1,15,7,16,4,16
1459,0,9,1,4,3,7,3,14,15,10,9,2
365,2,33,2,0,1,2,1,8,4,20,17,24
1461,0,33,0,1,5,9,5,16,17,12,11,4
731,1,50,2,1,3,5,3,0,9,18,6,18
1463,0,50,2,3,0,0,7,1,0,14,13,6
183,3,33,0,3,1,7,1,13,12,22,9,28
1465,0,9,1,0,2,2,9,3,2,16,15,8
733,1,33,1,3,5,7,5,2,11,20,8,20
1467,0,50,0,2,4,4,11,5,4,18,17,10
367,2,14,1,2,3,4,3,10,6,22,19,26
1469,0,14,2,4,6,6,0,7,6,20,19,12
735,1,14,0,0,0,9,7,4,13,22,10,22
1471,0,62,1,1,1,8,2,9,8,22,21,14
23,6,4,2,3,2,1,10,6,4,0,23,23
1473,0,33,0,3,3,10,4,11,10,1,23,16
737,1,50,2,2,2,0,9,6,15,1,12,24
1475,0,50,2,0,5,1,6,13,12,3,25,18
369,2,4,0,4,5,6,5,12,8,1,21,28
1477,0,4,1,2,0,3,8,15,14,5,27,20
739,1,4,1,4,4,2,11,8,17,3,14,26
1479,0,33,0,4,2,5,10,0,16,7,0,22
185,3,14,2,0,3,9,3,15,14,1,11,30
1481,0,9,2,1,4,7,12,2,18,9,2,24
741,1,14,0,1,6,4,0,10,0,5,16,28
1483,0,50,1,3,6,9,1,4,1,11,4,26
371,2,14,2,1,0,8,7,14,10,3,23,30
1485,0,14,0,0,1,0,3,6,3,13,6,28
743,1,33,2,3,1,6,2,12,2,7,18,30
1487,0,33,2,2,3,2,5,8,5,15,8,30
93,4,4,0,3,2,5,2,8,17,1,6,0
1489,0,14,1,4,5,4,7,10,7,17,10,1
745,1,31,1,0,3,8,4,14,4,9,20,1
1491,0,31,0,1,0,6,9,12,9,19,12,3
373,2,4,1,3,2,10,9,16,12,5,25,1
1493,0,4,2,3,2,8,11,14,11,21,14,5
747,1,14,0,2,5,10,6,16,6,11,22,3
1495,0,14,1,0,4,10,0,16,13,0,16,7
187,3,14,1,2,5,0,5,0,16,3,13,1
1497,0,14,0,2,6,1,2,1,15,2,18,9
749,1,14,2,4,0,1,8,1,8,13,24,5
1499,0,14,2,4,1,3,4,3,17,4,20,11
375,2,14,0,0,4,1,11,1,14,7,27,3
1501,0,14,1,1,3,5,6,5,0,6,22,13
751,1,50,1,1,2,3,10,3,10,15,26,7
1503,0,50,0,3,5,7,8,7,2,8,24,15
47,5,38,2,2,5,3,8,13,9,1,18,16
1505,0,11,2,0,0,9,10,9,4,10,26,17
753,1,4,0,3,4,5,12,5,12,17,28,9
1507,0,4,1,2,2,0,12,11,6,12,28,19
377,2,21,2,2,6,3,0,3,16,9,0,5
1509,0,21,0,4,4,2,1,13,8,14,1,21
755,1,21,2,0,6,7,1,7,14,19,1,11
1511,0,31,2,1,6,4,3,15,10,16,3,23
189,3,38,0,4,0,2,7,2,18,5,15,3
1513,0,21,1,3,1,6,5,0,12,18,5,25
757,1,38,1,2,1,9,3,9,16,21,3,13
1515,0,50,0,0,3,8,7,2,14,20,7,27
379,2,19,1,4,1,5,2,5,18,11,2,7
1517,0,19,2,2,5,10,9,4,16,22,9,29
759,1,19,0,4,3,0,5,11,18,0,5,15
1519,0,55,1,4,0,1,11,6,18,1,11,0
95,4,38,2,0,4,7,4,10,0,3,8,2
1521,0,38,0,1,2,3,0,8,1,3,13,2
761,1,9,2,1,5,2,7,13,1,2,7,17
1523,0,9,2,3,4,5,2,10,3,5,15,4
381,2,38,0,1,3,7,4,7,1,13,4,9
1525,0,38,1,0,6,7,4,12,5,7,17,6
763,1,55,1,3,0,4,9,15,3,4,9,19
1527,0,55,0,2,1,9,6,14,7,9,19,8
191,3,14,2,1,2,4,9,4,1,7,17,5
1529,0,19,2,4,3,0,8,16,9,11,21,10
765,1,14,0,0,2,6,11,0,5,6,11,21
1531,0,19,1,1,5,2,10,1,11,13,23,12
383,2,14,2,3,5,9,6,9,3,15,6,11
1533,0,14,0,3,0,4,12,3,13,15,25,14
767,1,19,2,2,4,8,0,2,7,8,13,23
1535,0,19,2,0,2,6,1,5,15,17,27,16
3,9,2,0,3,3,3,3,3,3,3,3,3
1537,0,55,1,2,4,8,3,7,17,19,0,18
769,1,9,1,4,6,10,2,4,9,10,15,25
1539,0,9,0,4,6,10,5,9,0,21,2,20
385,2,9,1,0,0,0,8,11,5,17,8,13
1541,0,9,2,1,1,1,7,11,2,0,4,22
771,1,9,0,1,1,1,4,6,11,12,17,27
1543,0,38,1,3,3,3,9,13,4,2,6,24
193,3,43,1,3,4,6,11,6,3,9,19,7
1545,0,19,0,0,5,5,11,15,6,4,8,26
773,1,43,2,3,3,3,6,8,13,14,19,29
1547,0,9,2,2,0,7,0,0,8,6,10,28
387,2,43,0,2,2,2,10,13,7,19,10,15
1549,0,43,1,4,2,9,2,2,10,8,12,30
775,1,55,1,0,5,5,8,10,15,16,21,0
1551,0,55,0,1,4,0,4,4,12,10,14,1
97,4,43,1,2,6,9,6,12,2,5,10,4
1553,0,43,2,3,6,2,6,6,14,12,16,3
777,1,9,0,2,0,7,10,12,17,18,23,2
1555,0,9,1,0,1,4,8,8,16,14,18,5
389,2,43,2,4,4,4,12,15,9,21,12,17
1557,0,43,0,2,3,6,10,10,18,16,20,7
779,1,19,2,4,2,9,12,14,0,20,25,4
1559,0,19,2,4,5,8,12,12,1,18,22,9
195,3,43,0,0,6,8,0,8,5,11,21,9
1561,0,19,1,1,0,10,1,14,3,20,24,11
781,1,43,1,1,4,0,1,16,2,22,27,6
1563,0,55,0,3,2,1,3,16,5,22,26,13
391,2,43,1,1,6,6,1,0,11,0,14,19
1565,0,43,2,0,4,3,5,1,7,1,28,15
783,1,43,0,3,6,2,3,1,4,1,0,8
1567,0,19,1,2,6,5,7,3,9,3,1,17
