This is a list of integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself. The rest of the columns are properties of oc.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- 'base3' and 'base2' representations of the odd core are given.
- residues of the odd core modulo a set of small primes follows (`m3`, `m5`, etc)

n,oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
8158,4079,1,20,12121002,111111101111,2,4,5,9,10,16,13,8,19,18,9,20,37,37,51,8,53,59,32,64
8159,8159,0,20,102012012,1111111011111,2,4,4,8,8,16,8,17,10,6,19,0,32,28,50,17,46,52,65,56
8160,255,5,15,100110,11111111,0,0,3,2,8,0,8,2,23,7,33,9,40,20,43,19,11,54,42,36
8161,8161,0,63,102012021,1111111100001,1,1,6,10,10,1,10,19,12,8,21,2,34,30,52,19,48,54,67,58
8162,4081,1,15,12121011,111111110001,1,1,0,0,12,1,15,10,21,20,11,22,39,39,0,10,55,61,34,66
8163,8163,0,15,102012100,1111111100011,0,3,1,1,12,3,12,21,14,10,23,4,36,32,1,21,50,56,69,60
8164,2041,2,20,2210121,11111111001,1,1,4,6,0,1,8,17,11,26,6,32,20,20,27,35,28,31,53,70
8165,8165,0,20,102012102,1111111100101,2,0,3,3,1,5,14,0,16,12,25,6,38,34,3,23,52,58,0,62
8166,4083,1,20,12121020,111111110011,0,3,2,2,1,3,17,12,23,22,13,24,41,41,2,12,57,63,36,68
8167,8167,0,56,102012111,1111111100111,1,2,5,5,3,7,16,2,18,14,27,8,40,36,5,25,54,60,2,64
8168,1021,3,15,1101211,1111111101,1,1,6,9,7,1,14,9,6,29,22,37,32,34,14,18,45,16,27,72
8169,8169,0,20,102012120,1111111101001,0,4,0,7,5,9,18,4,20,16,29,10,42,38,7,27,56,62,4,66
8170,4085,1,15,12121022,111111110101,2,0,4,4,3,5,0,14,25,24,15,26,0,43,4,14,59,65,38,70
8171,8171,0,32,102012122,1111111101011,2,1,2,9,7,11,1,6,22,18,31,12,1,40,9,29,58,64,6,68
8172,2043,2,56,2210200,11111111011,0,3,6,8,2,3,10,19,13,28,8,34,22,22,29,37,30,33,55,72
8173,8173,0,56,102012201,1111111101101,1,3,4,0,9,13,3,8,24,20,33,14,3,42,11,31,60,66,8,70
8174,4087,1,56,12121101,111111110111,1,2,6,6,5,7,2,16,27,26,17,28,2,45,6,16,0,0,40,72
8175,8175,0,51,102012210,1111111101111,0,0,6,2,11,15,5,10,26,22,35,16,5,44,13,33,1,1,10,72
8176,511,4,20,200221,111111111,1,1,0,5,4,1,17,5,18,15,30,19,38,41,34,39,23,42,14,0
8177,8177,0,15,102012212,1111111110001,2,2,1,4,0,0,7,12,28,24,0,18,7,46,15,35,3,3,12,1
8178,4089,1,20,12121110,111111111001,0,4,1,8,7,9,4,18,0,28,19,30,4,0,8,18,2,2,42,1
8179,8179,0,20,102012221,1111111110011,1,4,3,6,2,2,9,14,1,26,2,20,9,1,17,37,5,5,14,3
8180,2045,2,20,2210202,11111111101,2,0,1,10,4,5,12,21,15,30,10,36,24,24,31,39,32,35,57,1
8181,8181,0,20,102020000,1111111110101,0,1,5,8,4,4,11,16,3,28,4,22,11,3,19,39,7,7,16,5
8182,4091,1,44,12121112,111111111011,2,1,3,10,9,11,6,20,2,30,21,32,6,2,10,20,4,4,44,3
8183,8183,0,44,102020002,1111111110111,2,3,0,10,6,6,13,18,5,30,6,24,13,5,21,41,9,9,18,7
8184,1023,3,20,1101220,1111111111,0,3,1,0,9,3,16,11,8,0,24,39,34,36,16,20,47,18,29,1
8185,8185,0,44,102020011,1111111111001,1,0,2,1,8,8,15,20,7,1,8,26,15,7,23,43,11,11,20,9
8186,4093,1,20,12121121,111111111101,1,3,5,1,11,13,8,22,4,1,23,34,8,4,12,22,6,6,46,5
8187,8187,0,44,102020020,1111111111011,0,2,4,3,10,10,17,22,9,3,10,28,17,9,25,45,13,13,22,11
8188,2047,2,56,2210211,11111111111,1,2,3,1,6,7,14,0,17,1,12,38,26,26,33,41,34,37,59,3
8189,8189,0,56,102020022,1111111111101,2,4,6,5,12,12,0,1,11,5,12,30,19,11,27,47,15,15,24,13
8190,4095,1,56,12121200,111111111111,0,0,0,3,0,15,10,1,6,3,25,36,10,6,14,24,8,8,48,7
8191,8191,0,56,102020101,1111111111111,1,1,1,7,1,14,2,3,13,7,14,32,21,13,29,49,17,17,26,15
8192,1,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8193,8193,0,15,102020110,10000000000001,0,3,3,9,3,16,4,5,15,9,16,34,23,15,31,51,19,19,28,17
8194,4097,1,39,12121202,1000000000001,2,2,2,5,2,0,12,3,8,5,27,38,12,8,16,26,10,10,50,9
8195,8195,0,39,102020112,10000000000011,2,0,5,0,5,1,6,7,17,11,18,36,25,17,33,53,21,21,30,19
8196,2049,2,56,2210220,100000000001,0,4,5,3,8,9,16,2,19,3,14,40,28,28,35,43,36,39,61,5
8197,8197,0,56,102020121,10000000000101,1,2,0,2,7,3,8,9,19,13,20,38,27,19,35,55,23,23,32,21
8198,4099,1,56,12121211,1000000000011,1,4,4,7,4,2,14,5,10,7,29,40,14,10,18,28,12,12,52,11
8199,8199,0,39,102020200,10000000000111,0,4,2,4,9,5,10,11,21,15,22,40,29,21,37,57,25,25,34,23
8200,1025,3,10,1101222,10000000001,2,0,3,2,11,5,18,13,10,2,26,0,36,38,18,22,49,20,31,3
8201,8201,0,39,102020202,10000000001001,2,1,4,6,11,7,12,13,23,17,24,1,31,23,39,0,27,27,36,25
8202,4101,1,10,12121220,1000000000101,0,1,6,9,6,4,16,7,12,9,31,1,16,12,20,30,14,14,54,13
8203,8203,0,56,102020211,10000000001011,1,3,6,8,0,9,14,15,25,19,26,3,33,25,41,2,29,29,38,27
8204,2051,2,10,2210222,100000000011,2,1,0,5,10,11,18,4,21,5,16,1,30,30,37,45,38,41,63,7
8205,8205,0,10,102020220,10000000001101,0,0,1,10,2,11,16,17,27,21,28,5,35,27,43,4,31,31,40,29
8206,4103,1,56,12121222,1000000000111,2,3,1,0,8,6,18,9,14,11,33,3,18,14,22,32,16,16,56,15
8207,8207,0,56,102020222,10000000001111,2,2,3,1,4,13,18,19,0,23,30,7,37,29,45,6,33,33,42,31
8208,513,4,10,201000,1000000001,0,3,2,7,6,3,0,7,20,17,32,21,40,43,36,41,25,44,16,2
8209,8209,0,10,102021001,10000000010001,1,4,5,3,6,15,1,21,2,25,32,9,39,31,47,8,35,35,44,33
8210,4105,1,56,12122001,1000000001001,1,0,3,2,10,8,1,11,16,13,35,5,20,16,24,34,18,18,58,17
8211,8211,0,56,102021010,10000000010011,0,1,0,5,8,0,3,0,4,27,34,11,41,33,49,10,37,37,46,35
8212,2053,2,10,2211001,100000000101,1,3,2,7,12,13,1,6,23,7,18,3,32,32,39,47,40,43,65,9
8213,8213,0,10,102021012,10000000010101,2,3,2,7,10,2,5,2,6,29,36,13,0,35,51,12,39,39,48,37
8214,4107,1,10,12122010,1000000001011,0,2,5,4,12,10,3,13,18,15,0,7,22,18,26,36,20,20,60,19
8215,8215,0,10,102021021,10000000010111,1,0,4,9,12,4,7,4,8,0,1,15,2,37,0,14,41,41,50,39
8216,1027,3,10,1102001,10000000011,1,2,5,4,0,7,1,15,12,4,28,2,38,40,20,24,51,22,33,5
8217,8217,0,56,102021100,10000000011001,0,2,6,0,1,6,9,6,10,2,3,17,4,39,2,16,43,43,52,41
8218,4109,1,10,12122012,1000000001101,2,4,0,6,1,12,5,15,20,17,2,9,24,20,28,38,22,22,62,21
8219,8219,0,68,102021102,10000000011011,2,4,1,2,3,8,11,8,12,4,5,19,6,41,4,18,45,45,54,43
8220,2055,2,10,2211010,100000000111,0,0,4,9,1,15,3,8,25,9,20,5,34,34,41,49,42,45,67,11
8221,8221,0,10,102021111,10000000011101,1,1,3,4,5,10,13,10,14,6,7,21,8,43,6,20,47,47,56,45
8222,4111,1,10,12122021,1000000001111,1,1,2,8,3,14,7,17,22,19,4,11,26,22,30,40,24,24,64,23
8223,8223,0,68,102021120,10000000011111,0,3,5,6,7,12,15,12,16,8,9,23,10,45,8,22,49,49,58,47
8224,257,5,44,100112,100000001,2,2,5,4,10,2,10,4,25,9,35,11,42,22,45,21,13,56,44,38
8225,8225,0,39,102021122,10000000100001,2,0,0,8,9,14,17,14,18,10,11,25,12,0,10,24,51,51,60,49
8226,4113,1,10,12122100,1000000010001,0,3,4,10,5,16,9,19,24,21,6,13,28,24,32,42,26,26,66,25
8227,8227,0,10,102021201,10000000100011,1,2,2,10,11,16,0,16,20,12,13,27,14,2,12,26,53,53,62,51
8228,2057,2,39,2211012,100000001001,2,2,6,0,3,0,5,10,27,11,22,7,36,36,43,51,44,47,69,13
8229,8229,0,39,102021210,10000000100101,0,4,4,1,0,1,2,18,22,14,15,29,16,4,14,28,55,55,64,53
8230,4115,1,39,12122102,1000000010011,2,0,6,1,7,1,11,21,26,23,8,15,30,26,34,44,28,28,68,27
8231,8231,0,15,102021212,10000000100111,2,1,6,3,2,3,4,20,24,16,17,31,18,6,16,30,57,57,66,55
8232,1029,3,44,1102010,10000000101,0,4,0,6,2,9,3,17,14,6,30,4,40,42,22,26,53,24,35,7
8233,8233,0,51,102021221,10000000101001,1,3,1,5,4,5,6,22,26,18,19,33,20,8,18,32,59,59,68,57
8234,4117,1,44,12122111,1000000010101,1,2,1,3,9,3,13,0,28,25,10,17,32,28,36,46,30,30,70,29
8235,8235,0,39,102022000,10000000101011,0,0,3,7,6,7,8,1,28,20,21,35,22,10,20,34,0,61,70,59
8236,2059,2,10,2211021,100000001011,1,4,1,2,5,2,7,12,0,13,24,9,38,38,45,53,46,49,0,15
8237,8237,0,10,102022002,10000000101101,2,2,5,9,8,9,10,3,1,22,23,37,24,12,22,36,2,63,1,61
8238,4119,1,10,12122120,1000000010111,0,4,3,5,11,5,15,2,1,27,12,19,34,30,38,48,32,32,1,31
8239,8239,0,56,102022011,10000000101111,1,4,0,0,10,11,12,5,3,24,25,39,26,14,24,38,4,65,3,63
8240,515,4,44,201002,1000000011,2,0,4,9,8,5,2,9,22,19,34,23,42,45,38,43,27,46,18,4
8241,8241,0,20,102022020,10000000110001,0,1,2,2,12,13,14,7,5,26,27,0,28,16,26,40,6,0,5,65
8242,4121,1,20,12122122,1000000011001,2,1,5,7,0,7,17,4,3,29,14,21,36,32,40,50,34,34,3,33
8243,8243,0,20,102022022,10000000110011,2,3,4,4,1,15,16,9,7,28,29,2,30,18,28,42,8,2,7,67
8244,2061,2,44,2211100,100000001101,0,1,3,4,7,4,9,14,2,15,26,11,40,40,47,55,48,51,2,17
8245,8245,0,44,102022101,10000000110101,1,0,6,6,3,0,18,11,9,30,31,4,32,20,30,44,10,4,9,69
8246,4123,1,32,12122201,1000000011011,1,3,0,9,2,9,0,6,5,0,16,23,38,34,42,52,36,36,5,35
8247,8247,0,32,102022110,10000000110111,0,2,1,8,5,2,1,13,11,1,33,6,34,22,32,46,12,6,11,71
8248,1031,3,10,1102012,10000000111,2,1,2,8,4,11,5,19,16,8,32,6,42,44,24,28,55,26,37,9
8249,8249,0,20,102022112,10000000111001,2,4,3,10,7,4,3,15,13,3,35,8,36,24,34,48,14,8,13,0
8250,4125,1,10,12122210,1000000011101,0,0,2,0,4,11,2,8,7,2,18,25,40,36,44,54,38,38,7,37
8251,8251,0,20,102022121,10000000111011,1,1,5,1,9,6,5,17,15,5,0,10,38,26,36,50,16,10,15,2
8252,2063,2,10,2211102,100000001111,2,3,5,6,9,6,11,16,4,17,28,13,42,42,49,57,50,53,4,19
8253,8253,0,10,102022200,10000000111101,0,3,0,3,11,8,7,19,17,7,2,12,40,28,38,52,18,12,17,4
8254,4127,1,61,12122212,1000000011111,2,2,4,2,6,13,4,10,9,4,20,27,42,38,46,56,40,40,9,39
8255,8255,0,61,102022202,10000000111111,2,0,2,5,0,10,9,21,19,9,4,14,42,30,40,54,20,14,19,6
8256,129,6,44,11210,10000001,0,4,3,8,12,10,15,14,13,5,18,6,0,35,23,11,7,62,58,56
8257,8257,0,68,102022211,10000001000001,1,2,4,7,2,12,11,0,21,11,6,16,1,32,42,56,22,16,21,8
8258,4129,1,68,12122221,1000000100001,1,4,6,4,8,15,6,12,11,6,22,29,1,40,48,58,42,42,11,41
8259,8259,0,68,102022220,10000001000011,0,4,6,9,4,14,13,2,23,13,8,18,3,34,44,58,24,18,23,10
8260,2065,2,44,2211111,100000010001,1,0,0,8,11,8,13,18,6,19,30,15,1,44,51,0,52,55,6,21
8261,8261,0,44,102022222,10000001000101,2,1,1,0,6,16,15,4,25,15,10,20,5,36,46,1,26,20,25,12
8262,4131,1,44,12200000,1000000100011,0,1,1,6,10,0,8,14,13,8,24,31,3,42,50,1,44,44,13,43
8263,8263,0,56,102100001,10000001000111,1,3,3,2,8,1,17,6,27,17,12,22,7,38,48,3,28,22,27,14
8264,1033,3,56,1102021,10000001001,1,3,4,10,6,13,7,21,18,10,34,8,1,46,26,30,57,28,39,11
8265,8265,0,49,102100010,10000001001001,0,0,5,4,10,3,0,8,0,19,14,24,9,40,50,5,30,24,29,16
8266,4133,1,56,12200002,1000000100101,2,3,3,8,12,2,10,16,15,10,26,33,5,44,52,3,46,46,15,45
8267,8267,0,44,102100012,10000001001011,2,2,0,6,12,5,2,10,2,21,16,26,11,42,52,7,32,26,31,18
8268,2067,2,56,2211120,100000010011,0,2,2,10,0,10,15,20,8,21,32,17,3,46,0,2,54,57,8,23
8269,8269,0,56,102100021,10000001001101,1,4,2,8,1,7,4,12,4,23,18,28,13,44,1,9,34,28,33,20
8270,4135,1,32,12200011,1000000100111,1,0,5,10,1,4,12,18,17,12,28,35,7,46,1,5,48,48,17,47
8271,8271,0,32,102100100,10000001001111,0,1,4,10,3,9,6,14,6,25,20,30,15,46,3,11,36,30,35,22
8272,517,4,44,201011,1000000101,1,2,6,0,10,7,4,11,24,21,36,25,1,0,40,45,29,48,20,6
8273,8273,0,56,102100102,10000001010001,2,3,6,1,5,11,8,16,8,27,22,32,17,1,5,13,38,32,37,24
8274,4137,1,32,12200020,1000000101001,0,2,0,1,3,6,14,20,19,14,30,37,9,1,3,7,50,50,19,49
8275,8275,0,32,102100111,10000001010011,1,0,1,3,7,13,10,18,10,29,24,34,19,3,7,15,40,34,39,26
8276,2069,2,44,2211122,100000010101,2,4,4,1,2,12,17,22,10,23,34,19,5,1,2,4,56,59,10,25
8277,8277,0,44,102100120,10000001010101,0,2,3,5,9,15,12,20,12,0,26,36,21,5,9,17,42,36,41,28
8278,4139,1,56,12200022,1000000101011,2,4,2,3,5,8,16,22,21,16,32,39,11,3,5,9,52,52,21,51
8279,8279,0,56,102100122,10000001010111,2,4,5,7,11,0,14,22,14,2,28,38,23,7,11,19,44,38,43,30
8280,1035,3,44,1102100,10000001011,0,0,6,1,8,15,9,0,20,12,36,10,3,1,28,32,59,30,41,13
8281,8281,0,56,102100201,10000001011001,1,1,0,9,0,2,16,1,16,4,30,40,25,9,13,21,46,40,45,32
8282,4141,1,44,12200101,1000000101101,1,1,4,5,7,10,18,1,23,18,34,0,13,5,7,11,54,54,23,53
8283,8283,0,32,102100210,10000001011011,0,3,2,0,2,4,18,3,18,6,32,1,27,11,15,23,48,42,47,34
8284,2071,2,44,2211201,100000010111,1,1,6,3,4,14,0,1,12,25,36,21,7,3,4,6,58,61,12,27
8285,8285,0,44,102100212,10000001011101,2,0,4,2,4,6,1,5,20,8,34,3,29,13,17,25,50,44,49,36
8286,4143,1,20,12200110,1000000101111,0,3,6,7,9,12,1,3,25,20,36,2,15,7,9,13,56,56,25,55
8287,8287,0,20,102100221,10000001011111,1,2,6,4,6,8,3,7,22,10,36,5,31,15,19,27,52,46,51,38
8288,259,5,44,100121,100000011,1,4,0,6,12,4,12,6,27,11,0,13,1,24,47,23,15,58,46,40
8289,8289,0,39,102101000,10000001100001,0,4,1,6,8,10,5,9,24,12,1,7,33,17,21,29,54,48,53,40
8290,4145,1,10,12200112,1000000110001,2,0,1,9,11,14,3,5,27,22,1,4,17,9,11,15,58,58,27,57
8291,8291,0,10,102101002,10000001100011,2,1,3,8,10,12,7,11,26,14,3,9,35,19,23,31,56,50,55,42
8292,2073,2,10,2211210,100000011001,0,3,1,5,6,16,2,3,14,27,1,23,9,5,6,8,60,63,14,29
8293,8293,0,10,102101011,10000001100101,1,3,5,10,12,14,9,13,28,16,5,11,37,21,25,33,58,52,57,44
8294,4147,1,10,12200121,1000000110011,1,2,3,0,0,16,5,7,0,24,3,6,19,11,13,17,60,60,29,59
8295,8295,0,32,102101020,10000001100111,0,0,0,1,1,16,11,15,1,18,7,13,39,23,27,35,60,54,59,46
8296,1037,3,44,1102102,10000001101,2,2,1,3,10,0,11,2,22,14,1,12,5,3,30,34,0,32,43,15
8297,8297,0,10,102101022,10000001101001,2,2,2,3,3,1,13,17,3,20,9,15,41,25,29,37,1,56,61,48
8298,4149,1,44,12200200,1000000110101,0,4,5,2,2,1,7,9,2,26,5,8,21,13,15,19,1,62,31,61
8299,8299,0,56,102101101,10000001101011,1,4,4,5,5,3,15,19,5,22,11,17,0,27,31,39,3,58,63,50
8300,2075,2,32,2211212,100000011011,2,0,3,7,8,1,4,5,16,29,3,25,11,7,8,10,1,65,16,31
8301,8301,0,32,102101110,10000001101101,0,1,6,7,7,5,17,21,7,24,13,19,2,29,33,41,5,60,65,52
8302,4151,1,32,12200202,1000000110111,2,1,0,4,4,3,9,11,4,28,7,10,23,15,17,21,3,64,33,63
8303,8303,0,44,102101112,10000001101111,2,3,1,9,9,7,0,0,9,26,15,21,4,31,35,43,7,62,67,54
8304,519,4,20,201020,1000000111,0,4,1,2,12,9,6,13,26,23,1,27,3,2,42,47,31,50,22,8
8305,8305,0,44,102101121,10000001110001,1,0,3,0,11,9,2,2,11,28,17,23,6,33,37,45,9,64,69,56
8306,4153,1,20,12200211,1000000111001,1,3,2,6,6,5,11,13,6,30,9,12,25,17,19,23,5,66,35,65
8307,8307,0,20,102101200,10000001110011,0,2,5,2,0,11,4,4,13,30,19,25,8,35,39,47,11,66,0,58
8308,2077,2,20,2211221,100000011101,1,2,5,9,10,3,6,7,18,0,5,27,13,9,10,12,3,0,18,33
8309,8309,0,20,102101202,10000001110101,2,4,0,4,2,13,6,6,15,1,21,27,10,37,41,49,13,1,2,60
8310,4155,1,20,12200220,1000000111011,0,0,4,8,8,7,13,15,8,1,11,14,27,19,21,25,7,1,37,67
8311,8311,0,20,102101211,10000001110111,1,1,2,6,4,15,8,8,17,3,23,29,12,39,43,51,15,3,4,62
8312,1039,3,20,1102111,10000001111,1,4,3,5,12,2,13,4,24,16,3,14,7,5,32,36,2,34,45,17
8313,8313,0,68,102101220,10000001111001,0,3,4,8,6,0,10,10,19,5,25,31,14,41,45,53,17,5,6,64
8314,4157,1,20,12200222,1000000111101,2,2,6,10,10,9,15,17,10,3,13,16,29,21,23,27,9,3,39,69
8315,8315,0,73,102101222,10000001111011,2,0,6,10,8,2,12,12,21,7,27,33,16,43,47,55,19,7,8,66
8316,2079,2,15,2212000,100000011111,0,4,0,0,12,5,8,9,20,2,7,29,15,11,12,14,5,2,20,35
8317,8317,0,15,102102001,10000001111101,1,2,1,1,10,4,14,14,23,9,29,35,18,45,49,57,21,9,10,68
8318,4159,1,15,12201001,1000000111111,1,4,1,1,12,11,17,19,12,5,15,18,31,23,25,29,11,5,41,71
8319,8319,0,29,102102010,10000001111111,0,4,3,3,12,6,16,16,25,11,31,37,20,0,51,0,23,11,12,70
8320,65,7,8,2102,1000001,2,0,2,10,0,14,8,19,7,3,28,24,22,18,12,6,4,65,65,65
8321,8321,0,15,102102012,10000010000001,2,1,5,5,1,8,18,18,27,13,33,39,22,2,0,2,25,13,14,72
8322,4161,1,20,12201010,1000001000001,0,1,3,3,1,13,0,21,14,7,17,20,33,25,27,31,13,7,43,0
8323,8323,0,20,102102021,10000010000011,1,3,0,7,3,10,1,20,0,15,35,0,24,4,2,4,27,15,16,1
8324,2081,2,20,2212002,100000100001,2,1,2,2,1,7,10,11,22,4,9,31,17,13,14,16,7,4,22,37
8325,8325,0,20,102102100,10000010000101,0,0,2,9,5,12,3,22,2,17,0,2,26,6,4,6,29,17,18,3
8326,4163,1,20,12201012,1000001000011,2,3,5,5,3,15,2,0,16,9,19,22,35,27,29,33,15,9,45,2
8327,8327,0,20,102102102,10000010000111,2,2,4,0,7,14,5,1,4,19,2,4,28,8,6,8,31,19,20,5
8328,1041,3,44,1102120,10000010001,0,1,5,7,1,4,15,6,26,18,5,16,9,7,34,38,4,36,47,19
8329,8329,0,68,102102111,10000010001001,1,4,6,2,9,16,7,3,6,21,4,6,30,10,8,10,33,21,22,7
8330,4165,1,44,12201021,1000001000101,1,0,0,7,5,0,4,2,18,11,21,24,37,29,31,35,17,11,47,4
8331,8331,0,56,102102120,10000010001011,0,1,1,4,11,1,9,5,8,23,6,8,32,12,10,12,35,23,24,9
8332,2083,2,44,2212011,100000100011,1,3,4,4,3,9,12,13,24,6,11,33,19,15,16,18,9,6,24,39
8333,8333,0,44,102102122,10000010001101,2,3,3,6,0,3,11,7,10,25,8,10,34,14,12,14,37,25,26,11
8334,4167,1,39,12201100,1000001000111,0,2,2,9,7,2,6,4,20,13,23,26,39,31,33,37,19,13,49,6
8335,8335,0,39,102102201,10000010001111,1,0,5,8,2,5,13,9,12,27,10,12,36,16,14,16,39,27,28,13
8336,521,4,44,201022,1000001001,2,1,3,4,1,11,8,15,28,25,3,29,5,4,44,49,33,52,24,10
8337,8337,0,56,102102210,10000010010001,0,2,0,10,4,7,15,11,14,29,12,14,38,18,16,18,41,29,30,15
8338,4169,1,56,12201102,1000001001001,2,4,4,0,9,4,8,6,22,15,25,28,41,33,35,39,21,15,51,8
8339,8339,0,56,102102212,10000010010011,2,4,2,1,6,9,17,13,16,0,14,16,40,20,18,20,43,31,32,17
8340,2085,2,44,2212020,100000100101,0,0,6,6,5,11,14,15,26,8,13,35,21,17,18,20,11,8,26,41
8341,8341,0,44,102102221,10000010010101,1,1,4,3,8,11,0,15,18,2,16,18,42,22,20,22,45,33,34,19
8342,4171,1,44,12201111,1000001001011,1,1,6,2,11,6,10,8,24,17,27,30,0,35,37,41,23,17,53,10
8343,8343,0,44,102110000,10000010010111,0,3,6,5,10,13,2,17,20,4,18,20,1,24,22,24,47,35,36,21
8344,1043,3,44,1102122,10000010011,2,3,0,9,3,6,17,8,28,20,7,18,11,9,36,40,6,38,49,21
8345,8345,0,39,102110002,10000010011001,2,0,1,7,12,15,4,19,22,6,20,22,3,26,24,26,49,37,38,23
8346,4173,1,44,12201120,1000001001101,0,3,1,4,0,8,12,10,26,19,29,32,2,37,39,43,25,19,55,12
8347,8347,0,20,102110011,10000010011011,1,2,3,9,1,0,6,21,24,8,22,24,5,28,26,28,51,39,40,25
8348,2087,2,39,2212022,100000100111,2,2,1,8,7,13,16,17,28,10,15,37,23,19,20,22,13,10,28,43
8349,8349,0,39,102110020,10000010011101,0,4,5,0,3,2,8,0,26,10,24,26,7,30,28,30,53,41,42,27
8350,4175,1,39,12201122,1000001001111,2,0,3,6,2,10,14,12,28,21,31,34,4,39,41,45,27,21,57,14
8351,8351,0,85,102110022,10000010011111,2,1,0,2,5,4,10,2,28,12,26,28,9,32,30,32,55,43,44,29
8352,261,5,8,100200,100000101,0,1,2,8,1,6,14,8,0,13,2,15,3,26,49,25,17,60,48,42
8353,8353,0,29,102110101,10000010100001,1,3,2,4,7,6,12,4,1,14,28,30,11,34,32,34,57,45,46,31
8354,4177,1,44,12201201,1000001010001,1,2,5,8,4,12,16,14,1,23,33,36,6,41,43,47,29,23,59,16
8355,8355,0,44,102110110,10000010100011,0,0,4,6,9,8,14,6,3,16,30,32,13,36,34,36,59,47,48,33
8356,2089,2,20,2212101,100000101001,1,4,3,10,9,15,18,19,1,12,17,39,25,21,22,24,15,12,30,45
8357,8357,0,20,102110112,10000010100101,2,2,6,8,11,10,16,8,5,18,32,34,15,38,36,38,0,49,50,35
8358,4179,1,20,12201210,1000001010011,0,4,0,10,6,14,18,16,3,25,35,38,8,43,45,49,31,25,61,18
8359,8359,0,49,102110121,10000010100111,1,4,1,10,0,12,18,10,7,20,34,36,17,40,38,40,2,51,52,37
8360,1045,3,8,1102201,10000010101,1,0,2,0,5,8,0,10,1,22,9,20,13,11,38,42,8,40,51,23
8361,8361,0,39,102110200,10000010101001,0,1,3,1,2,14,1,12,9,22,36,38,19,42,40,42,4,53,54,39
8362,4181,1,8,12201212,1000001010101,2,1,2,1,8,16,1,18,5,27,0,40,10,45,47,51,33,27,63,20
8363,8363,0,20,102110202,10000010101011,2,3,5,3,4,16,3,14,11,24,1,40,21,44,42,44,6,55,56,41
8364,2091,2,10,2212110,100000101011,0,1,5,1,11,0,1,21,3,14,19,0,27,23,24,26,17,14,32,47
8365,8365,0,10,102110211,10000010101101,1,0,0,5,6,1,5,16,13,26,3,1,23,46,44,46,8,57,58,43
8366,4183,1,10,12201221,1000001010111,1,3,4,3,10,1,3,20,7,29,2,1,12,0,49,53,35,29,65,22
8367,8367,0,56,102110220,10000010101111,0,2,2,7,8,3,7,18,15,28,5,3,25,1,46,48,10,59,60,45
8368,523,4,44,201101,1000001011,1,3,5,6,3,13,10,17,1,27,5,31,7,6,46,51,35,54,26,12
8369,8369,0,10,102110222,10000010110001,2,4,4,9,10,5,9,20,17,30,7,5,27,3,48,50,12,61,62,47
8370,4185,1,10,12202000,1000001011001,0,0,6,5,12,3,5,22,9,0,4,3,14,2,51,55,37,31,67,24
8371,8371,0,10,102111001,10000010110011,1,1,6,0,12,7,11,22,19,1,9,7,29,5,50,52,14,63,64,49
8372,2093,2,44,2212112,100000101101,2,3,0,3,0,2,3,0,5,16,21,2,29,25,26,28,19,16,34,49
8373,8373,0,44,102111010,10000010110101,0,3,1,2,1,9,13,1,21,3,11,9,31,7,52,54,16,65,66,51
8374,4187,1,20,12202002,1000001011011,2,2,1,7,1,5,7,1,11,2,6,5,16,4,0,57,39,33,69,26
8375,8375,0,20,102111012,10000010110111,2,0,3,4,3,11,15,3,23,5,13,11,33,9,1,56,18,0,68,53
8376,1047,3,44,1102210,10000010111,0,2,4,2,7,10,2,12,3,24,11,22,15,13,40,44,10,42,53,25
8377,8377,0,56,102111021,10000010111001,1,2,5,6,5,13,17,5,25,7,15,13,35,11,3,58,20,2,70,55
8378,4189,1,44,12202011,1000001011101,1,4,3,9,3,7,9,3,13,4,8,7,18,6,2,0,41,35,0,28
8379,8379,0,56,102111100,10000010111011,0,4,0,8,7,15,0,7,27,9,17,15,37,13,5,1,22,4,1,57
8380,2095,2,37,2212121,100000101111,1,0,2,5,2,4,5,2,7,18,23,4,31,27,28,30,21,18,36,51
8381,8381,0,37,102111102,10000010111101,2,1,2,10,9,0,2,9,0,11,19,17,39,15,7,3,24,6,3,59
8382,4191,1,37,12202020,1000001011111,0,1,5,0,5,9,11,5,15,6,10,9,20,8,4,2,43,37,2,30
8383,8383,0,56,102111111,10000010111111,1,3,4,1,11,2,4,11,2,13,21,19,41,17,9,5,26,8,5,61
8384,131,6,8,11212,10000011,2,1,5,10,1,12,17,16,15,7,20,8,2,37,25,13,9,64,60,58
8385,8385,0,20,102111120,10000011000001,0,0,6,3,0,4,6,13,4,15,23,21,0,19,11,7,28,10,7,63
8386,4193,1,20,12202022,1000001100001,2,3,0,2,7,11,13,7,17,8,12,11,22,10,6,4,45,39,4,32
8387,8387,0,20,102111122,10000011000011,2,2,1,5,2,6,8,15,6,17,25,23,2,21,13,9,30,12,9,65
