# `n`           a positive integer
# `factorzig`   the prime factors of n, indented by distance from the nearest prime
# `hsum`        the harmonic sum, the sum of the reciprocals of the prime factors of n
# `pi`          the prime counting function π(n), the number of primes less than or equal to n
# `piest`       an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
# `riemannr`    the Riemann R function R(n)
# `riemannli`   the logarithmic integral Li(n)
# `cheby`       the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
# `chebypow`    the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
# `vonmangoldt` the von Mangoldt function of n, Λ(n)
# `numdiv`      the number of divisors of n, τ(n)
# `sumdiv`      the sum of divisors of n, σ(n)
# `eulertot`    the Euler totient of n, φ(n)
# `carmichael`  the Carmichael function of n, λ(n)
# `dedekind`    the Dedekind ψ(n) function
# `mob`         the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
# `numfacs`     the number of distinct prime factors of n, ω(n)
# `totfacs`     the total number of prime factors of n, counting multiplicity, Ω(n)
# `liouville`   the Liouville function of n, λ(n) = (-1)^Ω(n)
# `mertens`     the Mertens function M(n)
# `m*`          the prime residues of n modulo a set of primes
# `psym`        the symmetric primes at equal offsets around n
# `rad`         the radical of n, the product of its unique prime factors
# `mask`        the mask of prime factors (radical) of n, as a string

n,     factorzig,          hsum,     π,    π~,       R,        Li,       θ,        ψ,         Λ,      τ,   σ,     φ,     λ,     Dψ,    μ,   ω,  Ω,  λ,   M,    m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                                              rad,   mask
  757, 757,                 0.00132,  134,  134.473,  133.226,  141.738,  725.816,   796.264,  6.629,   2,   758,   756,   756,   758,  -1,  1,  1,  -1,   -3,  1,  1,  2,  1,   9,   3,   9,  16,  21,   3,  13, 30 66 96 126 150 180 210 234 294 336 360 444 …,      757,                                                                                                                                      X
  758,  2⋅379,              0.50264,  134,  134.620,  133.374,  141.888,  725.816,   790.634,  0.000,   4,  1140,   378,   378,  1140,   1,  2,  2,   1,   -2,  0,  2,  3,  2,  10,   4,  10,  17,  22,   4,  14, 15 39 81 99 105 171 189 195 255 291 339 405 …,       758, X                                                                         X
  759,   3⋅11⋅23,           0.46772,  134,  134.766,  133.521,  142.039,  725.816,   791.634,  0.000,   8,  1152,   440,   110,  1151,  -1,  3,  3,  -1,   -3,  1,  0,  4,  3,   0,   5,  11,  18,   0,   5,  15, 2 50 68 98 100 118 128 152 160 182 188 212 …,        759,  X  X   X
  760,  2³⋅5⋅19,            0.75263,  134,  134.912,  133.668,  142.190,  725.816,   792.634,  0.000,  16,  1800,   288,    36,  1439,   0,  3,  5,  -1,   -3,  0,  1,  0,  4,   1,   6,  12,   0,   1,   6,  16, 9 27 51 69 99 117 147 159 237 261 273 303 …,         190, X X    X
  761, 761,                 0.00131,  135,  135.058,  133.816,  142.341,  732.450,   800.269,  6.635,   2,   762,   760,   760,   762,  -1,  1,  1,  -1,   -4,  1,  2,  1,  5,   2,   7,  13,   1,   2,   7,  17, 60 78 102 120 168 192 252 258 270 300 330 342 …,     761,                                                                                                                                       X
  762,  2⋅3⋅127,            0.84121,  135,  135.204,  133.963,  142.491,  732.450,   794.634,  0.000,   8,  1536,   252,   126,  1536,  -1,  3,  3,  -1,   -5,  0,  0,  2,  6,   3,   8,  14,   2,   3,   8,  18, 11 35 61 101 115 119 121 145 149 175 185 191 …,      762, XX                            X
  763,   7⋅109,             0.15203,  135,  135.349,  134.110,  142.642,  732.450,   795.634,  0.000,   4,   880,   648,   108,   879,   1,  2,  2,   1,   -4,  1,  1,  3,  0,   4,   9,  15,   3,   4,   9,  19, 6 24 90 120 144 156 276 300 306 324 330 354 …,       763,    X                        X
  764,    2²⋅191,           0.50524,  135,  135.495,  134.257,  142.793,  732.450,   796.634,  0.000,   6,  1344,   380,   190,  1151,   0,  2,  3,  -1,   -4,  0,  2,  4,  1,   5,  10,  16,   4,   5,  10,  20, 45 63 117 123 147 165 177 207 255 285 297 333 …,     382, X                                         X
  765,     3²⋅5⋅17,         0.59216,  135,  135.641,  134.405,  142.943,  732.450,   797.634,  0.000,  12,  1404,   384,    48,  1296,   0,  3,  4,   1,   -4,  1,  0,  0,  2,   6,  11,   0,   5,   6,  11,  21, 4 8 22 32 46 56 64 74 88 92 112 118 …,               255,  XX   X
  766,    2⋅383,            0.50261,  135,  135.787,  134.552,  143.094,  732.450,   798.634,  0.000,   4,  1152,   382,   382,  1152,   1,  2,  2,   1,   -3,  0,  1,  1,  3,   7,  12,   1,   6,   7,  12,  22, 57 93 153 225 243 267 303 327 357 387 435 483 …,     766, X                                                                          X
  767,   13⋅59,             0.09387,  135,  135.933,  134.699,  143.244,  732.450,   799.634,  0.000,   4,   840,   696,   348,   840,   1,  2,  2,   1,   -2,  1,  2,  2,  4,   8,   0,   2,   7,   8,  13,  23, 6 90 114 120 174 180 204 210 246 264 324 336 …,      767,      X          X
  768,  2⁸⋅3,               0.83333,  135,  136.079,  134.846,  143.395,  732.450,   800.634,  0.000,  18,  2044,   256,    64,  1536,   0,  2,  9,  -1,   -2,  0,  0,  3,  5,   9,   1,   3,   8,   9,  14,  24, 29 41 59 85 91 95 109 115 151 161 169 199 …,           6, XX
  769, 769,                 0.00130,  136,  136.225,  134.993,  143.545,  739.095,   808.279,  6.645,   2,   770,   768,   768,   770,  -1,  1,  1,  -1,   -3,  1,  1,  4,  6,  10,   2,   4,   9,  10,  15,  25, 18 42 60 108 138 150 168 198 222 228 270 282 …,      769,                                                                                                                                        X
  770,  2⋅5⋅7⋅11,           0.93377,  136,  136.370,  135.140,  143.696,  739.095,   802.634,  0.000,  16,  1728,   240,    60,  1727,   1,  4,  4,   1,   -2,  0,  2,  0,  0,   0,   3,   5,  10,  11,  16,  26, 27 51 69 87 93 111 117 171 177 183 201 207 …,        770, X XXX
  771,   3⋅257,             0.33722,  136,  136.516,  135.287,  143.846,  739.095,   803.634,  0.000,   4,  1032,   512,   256,  1032,   1,  2,  2,   1,   -1,  1,  0,  1,  1,   1,   4,   6,  11,  12,  17,  27, 2 38 52 88 110 112 140 158 170 200 248 250 …,        771,  X                                                    X
  772,  2²⋅193,             0.50518,  136,  136.662,  135.434,  143.997,  739.095,   804.634,  0.000,   6,  1358,   384,   192,  1164,   0,  2,  3,  -1,   -1,  0,  1,  2,  2,   2,   5,   7,  12,  13,  18,  28, 15 39 81 111 165 195 225 249 315 351 399 441 …,      386, X                                          X
  773, 773,                 0.00129,  137,  136.807,  135.581,  144.147,  745.746,   812.285,  6.650,   2,   774,   772,   772,   774,  -1,  1,  1,  -1,   -2,  1,  2,  3,  3,   3,   6,   8,  13,  14,  19,  29, 54 90 114 156 174 180 204 210 324 330 390 414 …,     773,                                                                                                                                         X
  774,  2⋅3²⋅43,            0.85659,  137,  136.953,  135.728,  144.298,  745.746,   806.634,  0.000,  12,  1716,   252,    42,  1584,   0,  3,  4,   1,   -2,  0,  0,  4,  4,   4,   7,   9,  14,  15,  20,  30, 13 23 35 47 55 65 83 113 133 155 167 173 …,          258, XX           X
  775,   5²⋅31,             0.23226,  137,  137.099,  135.875,  144.448,  745.746,   807.634,  0.000,   6,   992,   600,    60,   959,   0,  2,  3,  -1,   -2,  1,  1,  0,  5,   5,   8,  10,  15,  16,  21,   0, 36 48 84 102 132 144 162 234 276 288 312 318 …,      155,   X       X
  776,    2³⋅97,            0.51031,  137,  137.244,  136.022,  144.598,  745.746,   808.634,  0.000,   8,  1470,   384,    96,  1176,   0,  2,  4,   1,   -2,  0,  2,  1,  6,   6,   9,  11,  16,  17,  22,   1, 33 135 177 207 255 273 285 315 327 333 375 387 …,    194, X                       X
  777,     3⋅7⋅37,          0.50322,  137,  137.390,  136.169,  144.748,  745.746,   809.634,  0.000,   8,  1216,   432,    36,  1216,  -1,  3,  3,  -1,   -3,  1,  0,  2,  0,   7,  10,  12,  17,  18,  23,   2, 20 34 44 50 76 86 100 104 130 134 160 164 …,         777,  X X       X
  778,      2⋅389,          0.50257,  137,  137.535,  136.315,  144.899,  745.746,   810.634,  0.000,   4,  1170,   388,   388,  1170,   1,  2,  2,   1,   -2,  0,  1,  3,  1,   8,  11,  13,  18,  19,  24,   3, 9 45 51 105 159 231 255 291 315 339 345 471 …,       778, X                                                                           X
  779,       19⋅41,         0.07702,  137,  137.681,  136.462,  145.049,  745.746,   811.634,  0.000,   4,   840,   720,   360,   840,   1,  2,  2,   1,   -1,  1,  2,  4,  2,   9,  12,  14,   0,  20,  25,   4, 18 60 78 102 132 162 192 270 312 318 330 498 …,      779,        X    X
  780,        2²⋅3⋅5⋅13,    1.11026,  137,  137.826,  136.609,  145.199,  745.746,   812.634,  0.000,  24,  2352,   192,    12,  2015,   0,  4,  5,  -1,   -1,  0,  0,  0,  3,  10,   0,  15,   1,  21,  26,   5, 7 29 41 47 79 97 103 107 127 139 149 161 …,          390, XXX  X
  781,       11⋅71,         0.10499,  137,  137.972,  136.756,  145.349,  745.746,   813.634,  0.000,   4,   864,   700,    70,   863,   1,  2,  2,   1,    0,  1,  1,  1,  4,   0,   1,  16,   2,  22,  27,   6, 30 42 48 72 138 210 240 258 282 342 348 372 …,       781,     X              X
  782,      2⋅17⋅23,        0.60230,  137,  138.117,  136.903,  145.499,  745.746,   814.634,  0.000,   8,  1296,   352,   176,  1296,  -1,  3,  3,  -1,   -1,  0,  2,  2,  5,   1,   2,   0,   3,   0,  28,   7, 39 81 99 105 129 165 189 195 279 315 321 381 …,      782, X     X X
  783,     3³⋅29,           0.36782,  137,  138.263,  137.049,  145.649,  745.746,   815.634,  0.000,   8,  1200,   504,   252,  1080,   0,  2,  4,   1,   -1,  1,  0,  3,  6,   2,   3,   1,   4,   1,   0,   8, 14 26 40 44 56 74 100 124 136 164 170 184 …,          87,  X       X
  784,    2⁴⋅7²,            0.64286,  137,  138.408,  137.196,  145.800,  745.746,   816.634,  0.000,  15,  1767,   336,    84,  1344,   0,  2,  6,   1,   -1,  0,  1,  4,  0,   3,   4,   2,   5,   2,   1,   9, 27 45 75 93 123 153 183 207 213 237 285 345 …,        14, X  X
  785,   5⋅157,             0.20637,  137,  138.553,  137.343,  145.950,  745.746,   817.634,  0.000,   4,   948,   624,   156,   948,   1,  2,  2,   1,    0,  1,  2,  0,  1,   4,   5,   3,   6,   3,   2,  10, 12 24 42 102 126 144 168 186 192 198 228 264 …,      785,   X                                 X
  786,  2⋅3⋅131,            0.84097,  137,  138.699,  137.489,  146.100,  745.746,   818.634,  0.000,   8,  1584,   260,   130,  1583,  -1,  3,  3,  -1,   -1,  0,  0,  1,  2,   5,   6,   4,   7,   4,   3,  11, 25 35 43 53 67 77 95 125 133 143 155 167 …,          786, XX                             X
  787, 787,                 0.00127,  138,  138.844,  137.636,  146.250,  752.414,   826.303,  6.668,   2,   788,   786,   786,   788,  -1,  1,  1,  -1,   -2,  1,  1,  2,  3,   6,   7,   5,   8,   5,   4,  12, 36 96 180 210 246 264 300 330 366 414 450 504 …,     787,                                                                                                                                          X
  788,  2²⋅197,             0.50508,  138,  138.989,  137.782,  146.399,  752.414,   820.634,  0.000,   6,  1386,   392,   196,  1187,   0,  2,  3,  -1,   -2,  0,  2,  3,  4,   7,   8,   6,   9,   6,   5,  13, 69 141 189 195 225 231 309 321 399 405 429 435 …,    394, X                                           X
  789,   3⋅263,             0.33714,  138,  139.135,  137.929,  146.549,  752.414,   821.634,  0.000,   4,  1056,   524,   262,  1056,   1,  2,  2,   1,   -1,  1,  0,  4,  5,   8,   9,   7,  10,   7,   6,  14, 20 32 38 50 70 88 98 130 148 158 182 188 …,          789,  X                                                     X
  790,    2⋅5⋅79,           0.71266,  138,  139.280,  138.075,  146.699,  752.414,   822.634,  0.000,   8,  1440,   312,   156,  1440,  -1,  3,  3,  -1,   -2,  0,  1,  0,  6,   9,  10,   8,  11,   8,   7,  15, 21 33 39 63 117 129 147 177 219 243 249 303 …,       790, X X                  X
  791,     7⋅113,           0.15171,  138,  139.425,  138.222,  146.849,  752.414,   823.634,  0.000,   4,   912,   672,   336,   911,   1,  2,  2,   1,   -1,  1,  2,  1,  0,  10,  11,   9,  12,   9,   8,  16, 18 30 48 72 90 138 150 192 222 228 270 300 …,        791,    X                         X
  792,      2³⋅3²⋅11,       0.92424,  138,  139.570,  138.368,  146.999,  752.414,   824.634,  0.000,  24,  2340,   240,    30,  1727,   0,  3,  6,   1,   -1,  0,  0,  2,  1,   0,  12,  10,  13,  10,   9,  17, 5 19 31 35 65 91 115 119 145 149 161 175 …,           66, XX  X
  793,     13⋅61,           0.09332,  138,  139.715,  138.515,  147.149,  752.414,   825.634,  0.000,   4,   868,   720,    60,   868,   1,  2,  2,   1,    0,  1,  1,  3,  2,   1,   0,  11,  14,  11,  10,  18, 36 60 66 84 174 216 246 270 294 330 336 360 …,       793,      X           X
  794,    2⋅397,            0.50252,  138,  139.861,  138.661,  147.299,  752.414,   826.634,  0.000,   4,  1194,   396,   396,  1194,   1,  2,  2,   1,    1,  0,  2,  4,  3,   2,   1,  12,  15,  12,  11,  19, 33 93 117 135 147 153 177 225 237 303 315 393 …,     794, X                                                                            X
  795,   3⋅5⋅53,            0.55220,  138,  140.006,  138.808,  147.448,  752.414,   827.634,  0.000,   8,  1296,   416,    52,  1296,  -1,  3,  3,  -1,    0,  1,  0,  0,  4,   3,   2,  13,  16,  13,  12,  20, 26 34 44 62 68 86 112 134 142 152 176 182 …,         795,  XX            X
  796,  2²⋅199,             0.50503,  138,  140.151,  138.954,  147.598,  752.414,   828.634,  0.000,   6,  1400,   396,   198,  1200,   0,  2,  3,  -1,    0,  0,  1,  1,  5,   4,   3,  14,  17,  14,  13,  21, 27 57 63 87 123 195 225 255 273 297 333 357 …,       398, X                                            X
  797, 797,                 0.00125,  139,  140.296,  139.100,  147.748,  759.095,   836.315,  6.681,   2,   798,   796,   796,   798,  -1,  1,  1,  -1,   -1,  1,  2,  2,  6,   5,   4,  15,  18,  15,  14,  22, 24 114 144 150 156 180 234 294 306 354 366 396 …,    797,                                                                                                                                           X
  798,  2⋅3⋅7⋅19,           1.02882,  139,  140.441,  139.247,  147.897,  759.095,   830.634,  0.000,  16,  1920,   216,    18,  1920,   1,  4,  4,   1,    0,  0,  0,  3,  0,   6,   5,  16,   0,  16,  15,  23, 11 25 29 41 55 59 65 79 89 121 139 155 …,            798, XX X   X
  799,   17⋅47,             0.08010,  139,  140.586,  139.393,  148.047,  759.095,   831.634,  0.000,   4,   864,   736,   368,   864,   1,  2,  2,   1,    1,  1,  1,  4,  1,   7,   6,   0,   1,  17,  16,  24, 12 30 60 108 138 168 192 198 222 252 402 432 …,      799,       X       X
  800,    2⁵⋅5²,            0.70000,  139,  140.731,  139.539,  148.197,  759.095,   832.634,  0.000,  18,  1953,   320,    40,  1439,   0,  2,  7,  -1,    1,  0,  2,  0,  2,   8,   7,   1,   2,  18,  17,  25, 27 39 57 81 141 147 153 183 213 231 291 297 …,        10, X X
  801,     3²⋅89,           0.34457,  139,  140.876,  139.685,  148.346,  759.095,   833.634,  0.000,   6,  1170,   528,   264,  1080,   0,  2,  3,  -1,    1,  1,  0,  1,  3,   9,   8,   2,   3,  19,  18,  26, 28 58 62 82 110 118 128 140 170 182 208 230 …,       267,  X                     X
  802,      2⋅401,          0.50249,  139,  141.021,  139.832,  148.496,  759.095,   834.634,  0.000,   4,  1206,   400,   400,  1206,   1,  2,  2,   1,    2,  0,  1,  2,  4,  10,   9,   3,   4,  20,  19,  27, 51 75 189 195 231 261 315 369 429 435 489 495 …,     802, X                                                                             X
  803,       11⋅73,         0.10461,  139,  141.166,  139.978,  148.645,  759.095,   835.634,  0.000,   4,   888,   720,   360,   888,   1,  2,  2,   1,    3,  1,  2,  3,  5,   0,  10,   4,   5,  21,  20,  28, 6 60 84 126 144 150 210 216 246 294 300 360 …,       803,     X               X
  804,      2²⋅3⋅67,        0.84826,  139,  141.310,  140.124,  148.795,  759.095,   836.634,  0.000,  12,  1904,   264,    66,  1632,   0,  3,  4,   1,    3,  0,  0,  4,  6,   1,  11,   5,   6,  22,  21,  29, 7 17 35 53 77 103 143 163 173 187 205 217 …,         402, XX                X
  805,     5⋅7⋅23,          0.38634,  139,  141.455,  140.270,  148.944,  759.095,   837.634,  0.000,   8,  1152,   528,   132,  1151,  -1,  3,  3,  -1,    2,  1,  1,  0,  0,   2,  12,   6,   7,   0,  22,  30, 18 48 54 72 78 114 132 162 186 192 204 228 …,        805,   XX    X
  806,    2⋅13⋅31,          0.60918,  139,  141.600,  140.416,  149.094,  759.095,   838.634,  0.000,   8,  1344,   360,    60,  1344,  -1,  3,  3,  -1,    1,  0,  2,  1,  1,   3,   0,   7,   8,   1,  23,   0, 33 105 123 147 165 207 213 243 285 297 303 345 …,    806, X    X    X
  807,   3⋅269,             0.33705,  139,  141.745,  140.562,  149.243,  759.095,   839.634,  0.000,   4,  1080,   536,   268,  1080,   1,  2,  2,   1,    2,  1,  0,  2,  2,   4,   1,   8,   9,   2,  24,   1, 20 46 50 56 74 80 130 134 146 160 164 176 …,         807,  X                                                      X
  808,  2³⋅101,             0.50990,  139,  141.890,  140.709,  149.393,  759.095,   840.634,  0.000,   8,  1530,   400,   100,  1224,   0,  2,  4,   1,    2,  0,  1,  3,  3,   5,   2,   9,  10,   3,  25,   2, 21 51 69 75 99 189 201 231 261 285 309 321 …,        202, X                        X
  809, 809,                 0.00124,  140,  142.035,  140.855,  149.542,  765.790,   848.330,  6.696,   2,   810,   808,   808,   810,  -1,  1,  1,  -1,    1,  1,  2,  4,  4,   6,   3,  10,  11,   4,  26,   3, 12 48 132 162 168 210 222 240 252 288 300 342 …,     809,                                                                                                                                            X
  810,  2⋅3⁴⋅5,             1.03333,  140,  142.179,  141.001,  149.691,  765.790,   842.634,  0.000,  20,  2178,   216,   108,  1944,   0,  3,  6,   1,    1,  0,  0,  0,  5,   7,   4,  11,  12,   5,  27,   4, 1 13 49 53 67 71 77 101 109 119 127 137 …,            30, XXX
  811, 811,                 0.00123,  141,  142.324,  141.147,  149.841,  772.489,   850.333,  6.698,   2,   812,   810,   810,   812,  -1,  1,  1,  -1,    0,  1,  1,  1,  6,   8,   5,  12,  13,   6,  28,   5, 42 72 180 198 210 240 312 390 402 438 480 570 …,     811,                                                                                                                                             X
  812,  2²⋅7⋅29,            0.67734,  141,  142.469,  141.293,  149.990,  772.489,   844.634,  0.000,  12,  1680,   336,    84,  1440,   0,  3,  4,   1,    0,  0,  2,  2,  0,   9,   6,  13,  14,   7,   0,   6, 15 51 69 129 135 159 165 171 219 249 291 351 …,      406, X  X     X
  813,   3⋅271,             0.33702,  141,  142.613,  141.438,  150.139,  772.489,   845.634,  0.000,   4,  1088,   540,   270,  1087,   1,  2,  2,   1,    1,  1,  0,  3,  1,  10,   7,  14,  15,   8,   1,   7, 16 26 40 44 70 74 94 140 154 170 196 200 …,          813,  X                                                       X
  814,    2⋅11⋅37,          0.61794,  141,  142.758,  141.584,  150.288,  772.489,   846.634,  0.000,   8,  1368,   360,   180,  1367,  -1,  3,  3,  -1,    0,  0,  1,  4,  2,   0,   8,  15,  16,   9,   2,   8, 45 63 105 123 153 183 195 207 237 273 315 357 …,     814, X   X      X
  815,     5⋅163,           0.20613,  141,  142.903,  141.730,  150.438,  772.489,   847.634,  0.000,   4,   984,   648,   324,   983,   1,  2,  2,   1,    1,  1,  2,  0,  3,   1,   9,  16,  17,  10,   3,   9, 6 42 72 96 114 132 138 156 162 168 198 216 …,        815,   X                                  X
  816,      2⁴⋅3⋅17,        0.89216,  141,  143.047,  141.876,  150.587,  772.489,   848.634,  0.000,  20,  2232,   256,    16,  1728,   0,  3,  6,   1,    1,  0,  0,  1,  4,   2,  10,   0,  18,  11,   4,  10, 5 7 43 47 65 125 155 175 197 203 215 217 …,          102, XX    X
  817,     19⋅43,           0.07589,  141,  143.192,  142.022,  150.736,  772.489,   849.634,  0.000,   4,   880,   756,   126,   880,   1,  2,  2,   1,    2,  1,  1,  2,  5,   3,  11,   1,   0,  12,   5,  11, 6 60 66 90 174 204 216 246 270 276 354 384 …,        817,        X     X
  818,    2⋅409,            0.50244,  141,  143.336,  142.168,  150.885,  772.489,   850.634,  0.000,   4,  1230,   408,   408,  1230,   1,  2,  2,   1,    3,  0,  2,  3,  6,   4,  12,   2,   1,  13,   6,  12, 9 21 45 135 159 165 201 231 369 375 399 459 …,       818, X                                                                              X
  819,   3²⋅7⋅13,           0.55311,  141,  143.481,  142.314,  151.034,  772.489,   851.634,  0.000,  12,  1456,   432,    12,  1343,   0,  3,  4,   1,    3,  1,  0,  4,  0,   5,   0,   3,   2,  14,   7,  13, 8 10 58 62 68 92 100 110 118 128 158 172 …,          273,  X X X
  820,  2²⋅5⋅41,            0.72439,  141,  143.625,  142.459,  151.183,  772.489,   852.634,  0.000,  12,  1764,   320,    40,  1512,   0,  3,  4,   1,    3,  0,  1,  0,  1,   6,   1,   4,   3,  15,   8,  14, 9 33 63 87 147 177 189 201 213 219 243 249 …,        410, X X         X
  821, 821,                 0.00122,  142,  143.770,  142.605,  151.332,  779.199,   860.345,  6.711,   2,   822,   820,   820,   822,  -1,  1,  1,  -1,    2,  1,  2,  1,  2,   7,   2,   5,   4,  16,   9,  15, 60 120 162 228 330 342 360 372 402 438 462 468 …,    821,                                                                                                                                              X
  822,  2⋅3⋅137,            0.84063,  142,  143.914,  142.751,  151.481,  779.199,   854.634,  0.000,   8,  1656,   272,   136,  1656,  -1,  3,  3,  -1,    1,  0,  0,  2,  3,   8,   3,   6,   5,  17,  10,  16, 1 35 61 65 89 131 145 149 161 169 175 191 …,         822, XX                              X
  823, 823,                 0.00122,  143,  144.059,  142.897,  151.630,  785.912,   862.347,  6.713,   2,   824,   822,   822,   824,  -1,  1,  1,  -1,    0,  1,  1,  3,  4,   9,   4,   7,   6,  18,  11,  17, 36 54 84 96 114 210 216 246 300 390 414 426 …,       823,                                                                                                                                               X
  824,  2³⋅103,             0.50971,  143,  144.203,  143.042,  151.779,  785.912,   856.634,  0.000,   8,  1560,   408,   102,  1248,   0,  2,  4,   1,    0,  0,  2,  4,  5,  10,   5,   8,   7,  19,  12,  18, 3 15 63 105 123 147 207 225 237 267 357 363 …,       206, X                         X
  825,   3⋅5²⋅11,           0.62424,  143,  144.347,  143.188,  151.928,  785.912,   857.634,  0.000,  12,  1488,   400,    20,  1439,   0,  3,  4,   1,    0,  1,  0,  0,  6,   0,   6,   9,   8,  20,  13,  19, 2 4 14 28 38 52 56 82 86 116 142 152 …,              165,  XX X
  826,  2⋅7⋅59,             0.65981,  143,  144.492,  143.334,  152.077,  785.912,   858.634,  0.000,   8,  1440,   348,   174,  1439,  -1,  3,  3,  -1,   -1,  0,  1,  1,  0,   1,   7,  10,   9,  21,  14,  20, 3 57 93 165 183 195 207 213 225 303 327 387 …,       826, X  X            X
  827, 827,                 0.00121,  144,  144.636,  143.479,  152.226,  792.630,   866.352,  6.718,   2,   828,   826,   826,   828,  -1,  1,  1,  -1,   -2,  1,  2,  2,  1,   2,   8,  11,  10,  22,  15,  21, 30 54 84 126 144 150 186 234 264 270 324 336 …,      827,                                                                                                                                                X
  828,  2²⋅3²⋅23,           0.87681,  144,  144.780,  143.625,  152.375,  792.630,   860.634,  0.000,  18,  2184,   264,    66,  1728,   0,  3,  5,  -1,   -2,  0,  0,  3,  2,   3,   9,  12,  11,   0,  16,  22, 1 31 55 59 101 109 119 155 169 181 185 211 …,        138, XX      X
  829, 829,                 0.00121,  145,  144.924,  143.770,  152.523,  799.350,   868.355,  6.720,   2,   830,   828,   828,   830,  -1,  1,  1,  -1,   -3,  1,  1,  4,  3,   4,  10,  13,  12,   1,  17,  23, 78 90 138 168 210 222 258 288 342 372 408 420 …,     829,                                                                                                                                                 X
  830,  2⋅5⋅83,             0.71205,  145,  145.069,  143.916,  152.672,  799.350,   862.634,  0.000,   8,  1512,   328,   164,  1511,  -1,  3,  3,  -1,   -4,  0,  2,  0,  4,   5,  11,  14,  13,   2,  18,  24, 9 33 57 111 147 153 183 189 231 261 267 273 …,       830, X X                   X
  831,   3⋅277,             0.33694,  145,  145.213,  144.061,  152.821,  799.350,   863.634,  0.000,   4,  1112,   552,   276,  1112,   1,  2,  2,   1,   -3,  1,  0,  1,  5,   6,  12,  15,  14,   3,  19,  25, 8 22 80 88 98 122 140 178 188 190 200 218 …,         831,  X                                                        X
  832,    2⁶⋅13,            0.57692,  145,  145.357,  144.207,  152.970,  799.350,   864.634,  0.000,  14,  1778,   384,    48,  1344,   0,  2,  7,  -1,   -3,  0,  1,  2,  6,   7,   0,  16,  15,   4,  20,  26, 21 45 75 105 159 189 201 219 231 255 261 285 …,       26, X    X
  833,     7²⋅17,           0.20168,  145,  145.501,  144.352,  153.118,  799.350,   865.634,  0.000,   6,  1026,   672,   336,  1007,   0,  2,  3,  -1,   -3,  1,  2,  3,  0,   8,   1,   0,  16,   5,  21,  27, 6 24 114 150 180 186 216 264 270 276 330 354 …,      119,    X  X
  834,      2⋅3⋅139,        0.84053,  145,  145.645,  144.498,  153.267,  799.350,   866.634,  0.000,   8,  1680,   276,   138,  1680,  -1,  3,  3,  -1,   -4,  0,  0,  4,  1,   9,   2,   1,  17,   6,  22,  28, 5 23 25 47 73 77 95 107 133 143 157 175 …,           834, XX                               X
  835,     5⋅167,           0.20599,  145,  145.790,  144.643,  153.416,  799.350,   867.634,  0.000,   4,  1008,   664,   332,  1007,   1,  2,  2,   1,   -3,  1,  1,  0,  2,  10,   3,   2,  18,   7,  23,  29, 24 48 84 102 162 174 204 216 228 234 258 288 …,      835,   X                                   X
  836,    2²⋅11⋅19,         0.64354,  145,  145.934,  144.789,  153.564,  799.350,   868.634,  0.000,  12,  1680,   360,    90,  1440,   0,  3,  4,   1,   -3,  0,  2,  1,  3,   0,   4,   3,   0,   8,  24,  30, 27 75 93 117 135 177 183 195 267 273 315 327 …,      418, X   X  X
  837,   3³⋅31,             0.36559,  145,  146.078,  144.934,  153.713,  799.350,   869.634,  0.000,   8,  1280,   540,    90,  1152,   0,  2,  4,   1,   -3,  1,  0,  2,  4,   1,   5,   4,   1,   9,  25,   0, 16 26 40 50 104 110 146 154 160 176 184 194 …,        93,  X        X
  838,  2⋅419,              0.50239,  145,  146.222,  145.079,  153.862,  799.350,   870.634,  0.000,   4,  1260,   418,   418,  1260,   1,  2,  2,   1,   -2,  0,  1,  3,  5,   2,   6,   5,   2,  10,  26,   1, 15 69 81 99 129 195 225 231 291 315 375 399 …,       838, X                                                                               X
  839, 839,                 0.00119,  146,  146.366,  145.225,  154.010,  806.082,   878.367,  6.732,   2,   840,   838,   838,   840,  -1,  1,  1,  -1,   -3,  1,  2,  4,  6,   3,   7,   6,   3,  11,  27,   2, 18 42 138 180 192 222 252 270 348 378 390 420 …,     839,                                                                                                                                                  X
  840,  2³⋅3⋅5⋅7,           1.17619,  146,  146.510,  145.370,  154.159,  806.082,   872.634,  0.000,  32,  2880,   192,    12,  2303,   0,  4,  6,   1,   -3,  0,  0,  0,  0,   4,   8,   7,   4,  12,  28,   3, 13 17 19 43 67 71 79 89 97 101 107 113 …,            210, XXXX
  841,   29²,               0.03448,  146,  146.654,  145.515,  154.307,  806.082,   877.002,  3.367,   3,   871,   812,   812,   870,   0,  1,  2,   1,   -3,  1,  1,  1,  1,   5,   9,   8,   5,  13,   0,   4, 12 18 150 168 180 198 210 222 228 408 462 558 …,      29,          X
  842,    2⋅421,            0.50238,  146,  146.798,  145.660,  154.456,  806.082,   878.002,  0.000,   4,  1266,   420,   420,  1266,   1,  2,  2,   1,   -2,  0,  2,  2,  2,   6,  10,   9,   6,  14,   1,   5, 15 21 45 69 99 141 189 249 255 321 339 351 …,        842, X                                                                                X
