# Integer factorization table

n     - a positive integer
fact  - the prime factors of n, indented by distance from the nearest prime
π     - the prime counting function π(n), the number of primes less than or equal to n
π~    - an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
R     - the Riemann R function R(n)
Li    - the logarithmic integral Li(n)
θ     - the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
ψ     - the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
Λ     - the von Mangoldt function of n, Λ(n)
τ     - the number of divisors of n, τ(n)
σ     - the sum of divisors of n, σ(n)
φ     - the Euler totient of n, φ(n)
λ     - the Carmichael function of n, λ(n)
Dψ    - the Dedekind ψ(n) function
μ     - the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
ω     - the number of distinct prime factors of n, ω(n)
Ω     - the total number of prime factors of n, counting multiplicity, Ω(n)
λ     - the Liouville function of n, λ(n) = (-1)^Ω(n)
M     - the Mertens function M(n)
m*    - the prime residues of n modulo a set of primes
psym  - the symmetric primes at equal offsets around n
rad   - the radical of n, the product of its unique prime factors
mask  - the mask of prime factors (radical) of n, as a string

```csv
    n, fact,                  π,       π~,        R,       Li,        θ,         ψ,      Λ,   τ,     σ,     φ,     λ,    Dψ,   μ,  ω,  Ω,   λ,    M, m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                                rad, mask
  797, 797,                 139,  140.296,  139.100,  147.748,  759.095,   792.729,  6.681,   2,   798,   796,   796,   798,  -1,  1,  1,  -1,   -1,  1,  2,  2,  6,   5,   4,  15,  18,  15,  14,  22, 24 114 144 150 156 180 234 294 …,    797,                                                                                                                                           X
  798,  2⋅3⋅7⋅19,           139,  140.441,  139.247,  147.897,  759.095,   792.729,  0.000,  16,  1920,   216,    18,  1920,   1,  4,  4,   1,    0,  0,  0,  3,  0,   6,   5,  16,   0,  16,  15,  23, 11 25 29 41 55 59 65 79 …,           798, XX X   X
  799,   17⋅47,             139,  140.586,  139.393,  148.047,  759.095,   792.729,  0.000,   4,   864,   736,   368,   864,   1,  2,  2,   1,    1,  1,  1,  4,  1,   7,   6,   0,   1,  17,  16,  24, 12 30 60 108 138 168 192 198 …,      799,       X       X
  800,    2⁵⋅5²,            139,  140.731,  139.539,  148.197,  759.095,   792.729,  0.000,  18,  1953,   320,    40,  1439,   0,  2,  7,  -1,    1,  0,  2,  0,  2,   8,   7,   1,   2,  18,  17,  25, 27 39 57 81 141 147 153 183 …,        10, X X
  801,     3²⋅89,           139,  140.876,  139.685,  148.346,  759.095,   792.729,  0.000,   6,  1170,   528,   264,  1080,   0,  2,  3,  -1,    1,  1,  0,  1,  3,   9,   8,   2,   3,  19,  18,  26, 28 58 62 82 110 118 128 140 …,       267,  X                     X
  802,      2⋅401,          139,  141.021,  139.832,  148.496,  759.095,   792.729,  0.000,   4,  1206,   400,   400,  1206,   1,  2,  2,   1,    2,  0,  1,  2,  4,  10,   9,   3,   4,  20,  19,  27, 51 75 189 195 231 261 315 369 …,     802, X                                                                             X
  803,       11⋅73,         139,  141.166,  139.978,  148.645,  759.095,   792.729,  0.000,   4,   888,   720,   360,   888,   1,  2,  2,   1,    3,  1,  2,  3,  5,   0,  10,   4,   5,  21,  20,  28, 6 60 84 126 144 150 210 216 …,       803,     X               X
  804,      2²⋅3⋅67,        139,  141.310,  140.124,  148.795,  759.095,   792.729,  0.000,  12,  1904,   264,    66,  1632,   0,  3,  4,   1,    3,  0,  0,  4,  6,   1,  11,   5,   6,  22,  21,  29, 7 17 35 53 77 103 143 163 …,         402, XX                X
  805,     5⋅7⋅23,          139,  141.455,  140.270,  148.944,  759.095,   792.729,  0.000,   8,  1152,   528,   132,  1151,  -1,  3,  3,  -1,    2,  1,  1,  0,  0,   2,  12,   6,   7,   0,  22,  30, 18 48 54 72 78 114 132 162 …,        805,   XX    X
  806,    2⋅13⋅31,          139,  141.600,  140.416,  149.094,  759.095,   792.729,  0.000,   8,  1344,   360,    60,  1344,  -1,  3,  3,  -1,    1,  0,  2,  1,  1,   3,   0,   7,   8,   1,  23,   0, 33 105 123 147 165 207 213 243 …,    806, X    X    X
  807,   3⋅269,             139,  141.745,  140.562,  149.243,  759.095,   792.729,  0.000,   4,  1080,   536,   268,  1080,   1,  2,  2,   1,    2,  1,  0,  2,  2,   4,   1,   8,   9,   2,  24,   1, 20 46 50 56 74 80 130 134 …,         807,  X                                                      X
  808,  2³⋅101,             139,  141.890,  140.709,  149.393,  759.095,   792.729,  0.000,   8,  1530,   400,   100,  1224,   0,  2,  4,   1,    2,  0,  1,  3,  3,   5,   2,   9,  10,   3,  25,   2, 21 51 69 75 99 189 201 231 …,        202, X                        X
  809, 809,                 140,  142.035,  140.855,  149.542,  765.790,   799.425,  6.696,   2,   810,   808,   808,   810,  -1,  1,  1,  -1,    1,  1,  2,  4,  4,   6,   3,  10,  11,   4,  26,   3, 12 48 132 162 168 210 222 240 …,     809,                                                                                                                                            X
  810,  2⋅3⁴⋅5,             140,  142.179,  141.001,  149.691,  765.790,   799.425,  0.000,  20,  2178,   216,   108,  1944,   0,  3,  6,   1,    1,  0,  0,  0,  5,   7,   4,  11,  12,   5,  27,   4, 1 13 49 53 67 71 77 101 …,            30, XXX
  811, 811,                 141,  142.324,  141.147,  149.841,  772.489,   806.123,  6.698,   2,   812,   810,   810,   812,  -1,  1,  1,  -1,    0,  1,  1,  1,  6,   8,   5,  12,  13,   6,  28,   5, 42 72 180 198 210 240 312 390 …,     811,                                                                                                                                             X
  812,  2²⋅7⋅29,            141,  142.469,  141.293,  149.990,  772.489,   806.123,  0.000,  12,  1680,   336,    84,  1440,   0,  3,  4,   1,    0,  0,  2,  2,  0,   9,   6,  13,  14,   7,   0,   6, 15 51 69 129 135 159 165 171 …,      406, X  X     X
  813,   3⋅271,             141,  142.613,  141.438,  150.139,  772.489,   806.123,  0.000,   4,  1088,   540,   270,  1087,   1,  2,  2,   1,    1,  1,  0,  3,  1,  10,   7,  14,  15,   8,   1,   7, 16 26 40 44 70 74 94 140 …,          813,  X                                                       X
  814,    2⋅11⋅37,          141,  142.758,  141.584,  150.288,  772.489,   806.123,  0.000,   8,  1368,   360,   180,  1367,  -1,  3,  3,  -1,    0,  0,  1,  4,  2,   0,   8,  15,  16,   9,   2,   8, 45 63 105 123 153 183 195 207 …,     814, X   X      X
  815,     5⋅163,           141,  142.903,  141.730,  150.438,  772.489,   806.123,  0.000,   4,   984,   648,   324,   983,   1,  2,  2,   1,    1,  1,  2,  0,  3,   1,   9,  16,  17,  10,   3,   9, 6 42 72 96 114 132 138 156 …,        815,   X                                  X
  816,      2⁴⋅3⋅17,        141,  143.047,  141.876,  150.587,  772.489,   806.123,  0.000,  20,  2232,   256,    16,  1728,   0,  3,  6,   1,    1,  0,  0,  1,  4,   2,  10,   0,  18,  11,   4,  10, 5 7 43 47 65 125 155 175 …,          102, XX    X
  817,     19⋅43,           141,  143.192,  142.022,  150.736,  772.489,   806.123,  0.000,   4,   880,   756,   126,   880,   1,  2,  2,   1,    2,  1,  1,  2,  5,   3,  11,   1,   0,  12,   5,  11, 6 60 66 90 174 204 216 246 …,        817,        X     X
  818,    2⋅409,            141,  143.336,  142.168,  150.885,  772.489,   806.123,  0.000,   4,  1230,   408,   408,  1230,   1,  2,  2,   1,    3,  0,  2,  3,  6,   4,  12,   2,   1,  13,   6,  12, 9 21 45 135 159 165 201 231 …,       818, X                                                                              X
  819,   3²⋅7⋅13,           141,  143.481,  142.314,  151.034,  772.489,   806.123,  0.000,  12,  1456,   432,    12,  1343,   0,  3,  4,   1,    3,  1,  0,  4,  0,   5,   0,   3,   2,  14,   7,  13, 8 10 58 62 68 92 100 110 …,          273,  X X X
  820,  2²⋅5⋅41,            141,  143.625,  142.459,  151.183,  772.489,   806.123,  0.000,  12,  1764,   320,    40,  1512,   0,  3,  4,   1,    3,  0,  1,  0,  1,   6,   1,   4,   3,  15,   8,  14, 9 33 63 87 147 177 189 201 …,        410, X X         X
  821, 821,                 142,  143.770,  142.605,  151.332,  779.199,   812.834,  6.711,   2,   822,   820,   820,   822,  -1,  1,  1,  -1,    2,  1,  2,  1,  2,   7,   2,   5,   4,  16,   9,  15, 60 120 162 228 330 342 360 372 …,    821,                                                                                                                                              X
  822,  2⋅3⋅137,            142,  143.914,  142.751,  151.481,  779.199,   812.834,  0.000,   8,  1656,   272,   136,  1656,  -1,  3,  3,  -1,    1,  0,  0,  2,  3,   8,   3,   6,   5,  17,  10,  16, 1 35 61 65 89 131 145 149 …,         822, XX                              X
  823, 823,                 143,  144.059,  142.897,  151.630,  785.912,   819.547,  6.713,   2,   824,   822,   822,   824,  -1,  1,  1,  -1,    0,  1,  1,  3,  4,   9,   4,   7,   6,  18,  11,  17, 36 54 84 96 114 210 216 246 …,       823,                                                                                                                                               X
  824,  2³⋅103,             143,  144.203,  143.042,  151.779,  785.912,   819.547,  0.000,   8,  1560,   408,   102,  1248,   0,  2,  4,   1,    0,  0,  2,  4,  5,  10,   5,   8,   7,  19,  12,  18, 3 15 63 105 123 147 207 225 …,       206, X                         X
  825,   3⋅5²⋅11,           143,  144.347,  143.188,  151.928,  785.912,   819.547,  0.000,  12,  1488,   400,    20,  1439,   0,  3,  4,   1,    0,  1,  0,  0,  6,   0,   6,   9,   8,  20,  13,  19, 2 4 14 28 38 52 56 82 …,             165,  XX X
  826,  2⋅7⋅59,             143,  144.492,  143.334,  152.077,  785.912,   819.547,  0.000,   8,  1440,   348,   174,  1439,  -1,  3,  3,  -1,   -1,  0,  1,  1,  0,   1,   7,  10,   9,  21,  14,  20, 3 57 93 165 183 195 207 213 …,       826, X  X            X
  827, 827,                 144,  144.636,  143.479,  152.226,  792.630,   826.264,  6.718,   2,   828,   826,   826,   828,  -1,  1,  1,  -1,   -2,  1,  2,  2,  1,   2,   8,  11,  10,  22,  15,  21, 30 54 84 126 144 150 186 234 …,      827,                                                                                                                                                X
  828,  2²⋅3²⋅23,           144,  144.780,  143.625,  152.375,  792.630,   826.264,  0.000,  18,  2184,   264,    66,  1728,   0,  3,  5,  -1,   -2,  0,  0,  3,  2,   3,   9,  12,  11,   0,  16,  22, 1 31 55 59 101 109 119 155 …,        138, XX      X
  829, 829,                 145,  144.924,  143.770,  152.523,  799.350,   832.985,  6.720,   2,   830,   828,   828,   830,  -1,  1,  1,  -1,   -3,  1,  1,  4,  3,   4,  10,  13,  12,   1,  17,  23, 78 90 138 168 210 222 258 288 …,     829,                                                                                                                                                 X
  830,  2⋅5⋅83,             145,  145.069,  143.916,  152.672,  799.350,   832.985,  0.000,   8,  1512,   328,   164,  1511,  -1,  3,  3,  -1,   -4,  0,  2,  0,  4,   5,  11,  14,  13,   2,  18,  24, 9 33 57 111 147 153 183 189 …,       830, X X                   X
  831,   3⋅277,             145,  145.213,  144.061,  152.821,  799.350,   832.985,  0.000,   4,  1112,   552,   276,  1112,   1,  2,  2,   1,   -3,  1,  0,  1,  5,   6,  12,  15,  14,   3,  19,  25, 8 22 80 88 98 122 140 178 …,         831,  X                                                        X
  832,    2⁶⋅13,            145,  145.357,  144.207,  152.970,  799.350,   832.985,  0.000,  14,  1778,   384,    48,  1344,   0,  2,  7,  -1,   -3,  0,  1,  2,  6,   7,   0,  16,  15,   4,  20,  26, 21 45 75 105 159 189 201 219 …,       26, X    X
  833,     7²⋅17,           145,  145.501,  144.352,  153.118,  799.350,   832.985,  0.000,   6,  1026,   672,   336,  1007,   0,  2,  3,  -1,   -3,  1,  2,  3,  0,   8,   1,   0,  16,   5,  21,  27, 6 24 114 150 180 186 216 264 …,      119,    X  X
  834,      2⋅3⋅139,        145,  145.645,  144.498,  153.267,  799.350,   832.985,  0.000,   8,  1680,   276,   138,  1680,  -1,  3,  3,  -1,   -4,  0,  0,  4,  1,   9,   2,   1,  17,   6,  22,  28, 5 23 25 47 73 77 95 107 …,           834, XX                               X
  835,     5⋅167,           145,  145.790,  144.643,  153.416,  799.350,   832.985,  0.000,   4,  1008,   664,   332,  1007,   1,  2,  2,   1,   -3,  1,  1,  0,  2,  10,   3,   2,  18,   7,  23,  29, 24 48 84 102 162 174 204 216 …,      835,   X                                   X
  836,    2²⋅11⋅19,         145,  145.934,  144.789,  153.564,  799.350,   832.985,  0.000,  12,  1680,   360,    90,  1440,   0,  3,  4,   1,   -3,  0,  2,  1,  3,   0,   4,   3,   0,   8,  24,  30, 27 75 93 117 135 177 183 195 …,      418, X   X  X
  837,   3³⋅31,             145,  146.078,  144.934,  153.713,  799.350,   832.985,  0.000,   8,  1280,   540,    90,  1152,   0,  2,  4,   1,   -3,  1,  0,  2,  4,   1,   5,   4,   1,   9,  25,   0, 16 26 40 50 104 110 146 154 …,        93,  X        X
  838,  2⋅419,              145,  146.222,  145.079,  153.862,  799.350,   832.985,  0.000,   4,  1260,   418,   418,  1260,   1,  2,  2,   1,   -2,  0,  1,  3,  5,   2,   6,   5,   2,  10,  26,   1, 15 69 81 99 129 195 225 231 …,       838, X                                                                               X
  839, 839,                 146,  146.366,  145.225,  154.010,  806.082,   839.717,  6.732,   2,   840,   838,   838,   840,  -1,  1,  1,  -1,   -3,  1,  2,  4,  6,   3,   7,   6,   3,  11,  27,   2, 18 42 138 180 192 222 252 270 …,     839,                                                                                                                                                  X
  840,  2³⋅3⋅5⋅7,           146,  146.510,  145.370,  154.159,  806.082,   839.717,  0.000,  32,  2880,   192,    12,  2303,   0,  4,  6,   1,   -3,  0,  0,  0,  0,   4,   8,   7,   4,  12,  28,   3, 13 17 19 43 67 71 79 89 …,           210, XXXX
  841,   29²,               146,  146.654,  145.515,  154.307,  806.082,   843.084,  3.367,   3,   871,   812,   812,   870,   0,  1,  2,   1,   -3,  1,  1,  1,  1,   5,   9,   8,   5,  13,   0,   4, 12 18 150 168 180 198 210 222 …,      29,          X
  842,    2⋅421,            146,  146.798,  145.660,  154.456,  806.082,   843.084,  0.000,   4,  1266,   420,   420,  1266,   1,  2,  2,   1,   -2,  0,  2,  2,  2,   6,  10,   9,   6,  14,   1,   5, 15 21 45 69 99 141 189 249 …,        842, X                                                                                X
  843,     3⋅281,           146,  146.942,  145.806,  154.604,  806.082,   843.084,  0.000,   4,  1128,   560,   280,  1128,   1,  2,  2,   1,   -1,  1,  0,  3,  3,   7,  11,  10,   7,  15,   2,   6, 14 16 20 34 86 104 110 124 …,        843,  X                                                         X
  844,      2²⋅211,         146,  147.086,  145.951,  154.753,  806.082,   843.084,  0.000,   6,  1484,   420,   210,  1271,   0,  2,  3,  -1,   -1,  0,  1,  4,  4,   8,  12,  11,   8,  16,   3,   7, 15 33 75 93 153 225 243 273 …,       422, X                                             X
  845,       5⋅13²,         146,  147.230,  146.096,  154.901,  806.082,   843.084,  0.000,   6,  1098,   624,   156,  1091,   0,  2,  3,  -1,   -1,  1,  2,  0,  5,   9,   0,  12,   9,  17,   4,   8, 18 36 84 102 126 168 186 204 …,       65,   X  X
  846,        2⋅3²⋅47,      146,  147.373,  146.241,  155.049,  806.082,   843.084,  0.000,  12,  1872,   276,   138,  1727,   0,  3,  4,   1,   -1,  0,  0,  1,  6,  10,   1,  13,  10,  18,   5,   9, 7 17 35 37 73 95 107 137 …,          282, XX            X
  847,       7⋅11²,         146,  147.517,  146.386,  155.198,  806.082,   843.084,  0.000,   6,  1064,   660,   330,  1055,   0,  2,  3,  -1,   -1,  1,  1,  2,  0,   0,   2,  14,  11,  19,   6,  10, 36 60 90 120 174 186 204 216 …,       77,    XX
  848,      2⁴⋅53,          146,  147.661,  146.531,  155.346,  806.082,   843.084,  0.000,  10,  1674,   416,    52,  1296,   0,  2,  5,  -1,   -1,  0,  2,  3,  1,   1,   3,  15,  12,  20,   7,  11, 9 39 105 129 165 171 201 249 …,      106, X              X
  849,     3⋅283,           146,  147.805,  146.676,  155.494,  806.082,   843.084,  0.000,   4,  1136,   564,   282,  1136,   1,  2,  2,   1,    0,  1,  0,  4,  2,   2,   4,  16,  13,  21,   8,  12, 10 28 38 62 80 88 92 98 …,           849,  X                                                          X
  850,    2⋅5²⋅17,          146,  147.949,  146.822,  155.642,  806.082,   843.084,  0.000,  12,  1674,   320,    80,  1620,   0,  3,  4,   1,    0,  0,  1,  0,  3,   3,   5,   0,  14,  22,   9,  13, 27 117 141 159 189 219 237 243 …,    170, X X   X
  851,   23⋅37,             146,  148.092,  146.967,  155.791,  806.082,   843.084,  0.000,   4,   912,   792,   396,   912,   1,  2,  2,   1,    1,  1,  2,  1,  4,   4,   6,   1,  15,   0,  10,  14, 12 30 78 90 132 168 198 210 …,       851,         X  X
  852,  2²⋅3⋅71,            146,  148.236,  147.112,  155.939,  806.082,   843.084,  0.000,  12,  2016,   280,    70,  1728,   0,  3,  4,   1,    1,  0,  0,  2,  5,   5,   7,   2,  16,   1,  11,  15, 25 29 31 55 95 101 119 125 …,        426, XX                 X
  853, 853,                 147,  148.380,  147.257,  156.087,  812.831,   849.833,  6.749,   2,   854,   852,   852,   854,  -1,  1,  1,  -1,    0,  1,  1,  3,  6,   6,   8,   3,  17,   2,  12,  16, 24 30 66 84 114 144 180 210 …,       853,                                                                                                                                                   X
  854,  2⋅7⋅61,             147,  148.524,  147.402,  156.235,  812.831,   849.833,  0.000,   8,  1488,   360,    60,  1488,  -1,  3,  3,  -1,   -1,  0,  2,  4,  0,   7,   9,   4,  18,   3,  13,  17, 27 33 57 93 177 195 207 237 …,       854, X  X             X
  855,   3²⋅5⋅19,           147,  148.667,  147.546,  156.383,  812.831,   849.833,  0.000,  12,  1560,   432,    36,  1439,   0,  3,  4,   1,   -1,  1,  0,  0,  1,   8,  10,   5,   0,   4,  14,  18, 2 26 28 32 82 86 98 112 …,           285,  XX    X
  856,  2³⋅107,             147,  148.811,  147.691,  156.532,  812.831,   849.833,  0.000,   8,  1620,   424,   106,  1296,   0,  2,  4,   1,   -1,  0,  1,  1,  2,   9,  11,   6,   1,   5,  15,  19, 3 27 165 183 195 213 237 315 …,      214, X                          X
  857, 857,                 148,  148.954,  147.836,  156.680,  819.585,   856.586,  6.753,   2,   858,   856,   856,   857,  -1,  1,  1,  -1,   -2,  1,  2,  2,  3,  10,  12,   7,   2,   6,  16,  20, 30 84 96 114 156 174 204 240 …,      857,                                                                                                                                                    X
  858,  2⋅3⋅11⋅13,          148,  149.098,  147.981,  156.828,  819.585,   856.586,  0.000,  16,  2016,   240,    60,  2016,   1,  4,  4,   1,   -1,  0,  0,  3,  4,   0,   0,   8,   3,   7,  17,  21, 1 5 19 29 49 61 71 89 …,             858, XX  XX
  859, 859,                 149,  149.242,  148.126,  156.976,  826.340,   863.342,  6.756,   2,   860,   858,   858,   860,  -1,  1,  1,  -1,   -2,  1,  1,  4,  5,   1,   1,   9,   4,   8,  18,  22, 48 108 132 150 228 258 312 372 …,    859,                                                                                                                                                     X
  860,  2²⋅5⋅43,            149,  149.385,  148.271,  157.124,  826.340,   863.342,  0.000,  12,  1848,   336,    84,  1583,   0,  3,  4,   1,   -2,  0,  2,  0,  6,   2,   2,  10,   5,   9,  19,  23, 3 21 51 87 117 159 201 243 …,        430, X X          X
  861,   3⋅7⋅41,            149,  149.529,  148.416,  157.272,  826.340,   863.342,  0.000,   8,  1344,   480,   120,  1344,  -1,  3,  3,  -1,   -3,  1,  0,  1,  0,   3,   3,  11,   6,  10,  20,  24, 2 22 50 92 110 122 152 160 …,        861,  X X        X
  862,  2⋅431,              149,  149.672,  148.560,  157.420,  826.340,   863.342,  0.000,   4,  1296,   430,   430,  1296,   1,  2,  2,   1,   -2,  0,  1,  2,  1,   4,   4,  12,   7,  11,  21,  25, 75 105 129 135 171 189 201 231 …,    862, X                                                                                 X
  863, 863,                 150,  149.816,  148.705,  157.568,  833.101,   870.102,  6.760,   2,   864,   862,   862,   864,  -1,  1,  1,  -1,   -3,  1,  2,  3,  2,   5,   5,  13,   8,  12,  22,  26, 24 66 90 120 186 246 300 354 …,      863,                                                                                                                                                      X
  864,  2⁵⋅3³,              150,  149.959,  148.850,  157.716,  833.101,   870.102,  0.000,  24,  2520,   288,    72,  1728,   0,  2,  8,   1,   -3,  0,  0,  4,  3,   6,   6,  14,   9,  13,  23,  27, 43 55 77 103 107 113 145 155 …,        6, XX
  865,   5⋅173,             150,  150.102,  148.995,  157.863,  833.101,   870.102,  0.000,   4,  1044,   688,   172,  1044,   1,  2,  2,   1,   -2,  1,  1,  0,  4,   7,   7,  15,  10,  14,  24,  28, 12 42 54 126 132 156 174 204 …,      865,   X                                    X
  866,    2⋅433,            150,  150.246,  149.139,  158.011,  833.101,   870.102,  0.000,   4,  1302,   432,   432,  1302,   1,  2,  2,   1,   -1,  0,  2,  1,  5,   8,   8,  16,  11,  15,  25,  29, 45 105 147 165 183 225 297 357 …,    866, X                                                                                  X
  867,     3⋅17²,           150,  150.389,  149.284,  158.159,  833.101,   870.102,  0.000,   6,  1228,   544,   272,  1224,   0,  2,  3,  -1,   -1,  1,  0,  2,  6,   9,   9,   0,  12,  16,  26,  30, 10 14 40 44 70 80 110 116 …,          51,  X    X
  868,      2²⋅7⋅31,        150,  150.533,  149.429,  158.307,  833.101,   870.102,  0.000,  12,  1792,   360,    30,  1536,   0,  3,  4,   1,   -1,  0,  1,  3,  0,  10,  10,   1,  13,  17,  27,   0, 9 15 39 99 129 141 195 225 …,        434, X  X      X
  869,       11⋅79,         150,  150.676,  149.573,  158.455,  833.101,   870.102,  0.000,   4,   960,   780,   390,   959,   1,  2,  2,   1,    0,  1,  2,  4,  1,   0,  11,   2,  14,  18,  28,   1, 12 42 60 72 108 150 192 222 …,       869,     X                X
  870,        2⋅3⋅5⋅29,     150,  150.819,  149.718,  158.602,  833.101,   870.102,  0.000,  16,  2160,   224,    28,  2160,   1,  4,  4,   1,    1,  0,  0,  0,  2,   1,  12,   3,  15,  19,   0,   2, 7 11 13 17 41 49 59 83 …,            870, XXX      X
  871,       13⋅67,         150,  150.963,  149.862,  158.750,  833.101,   870.102,  0.000,   4,   952,   792,   132,   952,   1,  2,  2,   1,    2,  1,  1,  1,  3,   2,   0,   4,  16,  20,   1,   3, 12 48 120 138 162 180 198 252 …,     871,      X            X
  872,      2³⋅109,         150,  151.106,  150.007,  158.898,  833.101,   870.102,  0.000,   8,  1650,   432,   108,  1320,   0,  2,  4,   1,    2,  0,  2,  2,  4,   3,   1,   5,  17,  21,   2,   4, 9 15 75 99 111 189 219 225 …,        218, X                           X
  873,     3²⋅97,           150,  151.249,  150.152,  159.046,  833.101,   870.102,  0.000,   6,  1274,   576,    96,  1176,   0,  2,  3,  -1,    2,  1,  0,  3,  5,   4,   2,   6,  18,  22,   3,   5, 10 14 34 46 64 104 140 146 …,        291,  X                      X
  874,    2⋅19⋅23,          150,  151.392,  150.296,  159.193,  833.101,   870.102,  0.000,   8,  1440,   396,   198,  1440,  -1,  3,  3,  -1,    1,  0,  1,  4,  6,   5,   3,   7,   0,   0,   4,   6, 45 63 117 123 135 147 165 213 …,     874, X      XX
  875,   5³⋅7,              150,  151.536,  150.441,  159.341,  833.101,   870.102,  0.000,   8,  1248,   600,   300,  1199,   0,  2,  4,   1,    1,  1,  2,  0,  0,   6,   4,   8,   1,   1,   5,   7, 12 36 54 66 78 102 156 174 …,         35,   XX
  876,  2²⋅3⋅73,            150,  151.679,  150.585,  159.488,  833.101,   870.102,  0.000,  12,  2072,   288,    72,  1776,   0,  3,  4,   1,    1,  0,  0,  1,  1,   7,   5,   9,   2,   2,   6,   8, 53 65 107 115 133 137 143 157 …,     438, XX                  X
  877, 877,                 151,  151.822,  150.729,  159.636,  839.877,   876.879,  6.777,   2,   878,   876,   876,   878,  -1,  1,  1,  -1,    0,  1,  1,  2,  2,   8,   6,  10,   3,   3,   7,   9, 90 120 144 186 216 246 276 336 …,    877,                                                                                                                                                       X
  878,  2⋅439,              151,  151.965,  150.874,  159.784,  839.877,   876.879,  0.000,   4,  1320,   438,   438,  1320,   1,  2,  2,   1,    1,  0,  2,  3,  3,   9,   7,  11,   4,   4,   8,  10, 51 69 105 135 219 225 231 285 …,     878, X                                                                                   X
  879,   3⋅293,             151,  152.108,  151.018,  159.931,  839.877,   876.879,  0.000,   4,  1176,   584,   292,  1176,   1,  2,  2,   1,    2,  1,  0,  4,  4,  10,   8,  12,   5,   5,   9,  11, 2 40 50 58 68 92 118 140 …,          879,  X                                                           X
  880,  2⁴⋅5⋅11,            151,  152.251,  151.163,  160.079,  839.877,   876.879,  0.000,  20,  2232,   320,    20,  1727,   0,  3,  6,   1,    2,  0,  1,  0,  5,   0,   9,  13,   6,   6,  10,  12, 3 27 57 111 129 141 153 171 …,       110, X X X
  881, 881,                 152,  152.394,  151.307,  160.226,  846.658,   883.660,  6.781,   2,   882,   880,   880,   882,  -1,  1,  1,  -1,    1,  1,  2,  1,  6,   1,  10,  14,   7,   7,  11,  13, 60 72 138 180 222 228 282 312 …,     881,                                                                                                                                                        X
  882,  2⋅3²⋅7²,            152,  152.537,  151.451,  160.374,  846.658,   883.660,  0.000,  18,  2223,   252,    42,  2016,   0,  3,  5,  -1,    1,  0,  0,  2,  0,   2,  11,  15,   8,   8,  12,  14, 1 5 25 29 55 59 71 85 …,              42, XX X
  883, 883,                 153,  152.680,  151.596,  160.521,  853.442,   890.443,  6.783,   2,   884,   882,   882,   883,  -1,  1,  1,  -1,    0,  1,  1,  3,  1,   3,  12,  16,   9,   9,  13,  15, 24 54 114 126 150 156 210 240 …,     883,                                                                                                                                                         X
  884,  2²⋅13⋅17,           153,  152.823,  151.740,  160.668,  853.442,   890.443,  0.000,  12,  1764,   384,    48,  1512,   0,  3,  4,   1,    0,  0,  2,  4,  2,   4,   0,   0,  10,  10,  14,  16, 3 27 45 57 63 87 165 207 …,          442, X    XX
  885,   3⋅5⋅59,            153,  152.966,  151.884,  160.816,  853.442,   890.443,  0.000,   8,  1440,   464,   116,  1440,  -1,  3,  3,  -1,   -1,  1,  0,  0,  3,   5,   1,   1,  11,  11,  15,  17, 2 22 26 56 62 98 112 124 …,          885,  XX             X
  886,  2⋅443,              153,  153.109,  152.028,  160.963,  853.442,   890.443,  0.000,   4,  1332,   442,   442,  1331,   1,  2,  2,   1,    0,  0,  1,  1,  4,   6,   2,   2,  12,  12,  16,  18, 33 135 147 153 177 243 267 285 …,    886, X                                                                                    X
  887, 887,                 154,  153.252,  152.173,  161.110,  860.230,   897.231,  6.788,   2,   888,   886,   886,   888,  -1,  1,  1,  -1,   -1,  1,  2,  2,  5,   7,   3,   3,  13,  13,  17,  19, 24 60 66 90 126 144 204 210 …,       887,                                                                                                                                                          X
  888,  2³⋅3⋅37,            154,  153.395,  152.317,  161.258,  860.230,   897.231,  0.000,  16,  2280,   288,    36,  1824,   0,  3,  5,  -1,   -1,  0,  0,  3,  6,   8,   4,   4,  14,  14,  18,  20, 31 49 59 65 79 131 145 161 …,        222, XX         X
  889,   7⋅127,             154,  153.538,  152.461,  161.405,  860.230,   897.231,  0.000,   4,  1024,   756,   126,  1023,   1,  2,  2,   1,    0,  1,  1,  4,  0,   9,   5,   5,  15,  15,  19,  21, 30 78 102 120 132 150 162 180 …,     889,    X                          X
  890,    2⋅5⋅89,           154,  153.681,  152.605,  161.552,  860.230,   897.231,  0.000,   8,  1620,   352,    88,  1619,  -1,  3,  3,  -1,   -1,  0,  2,  0,  1,  10,   6,   6,  16,  16,  20,  22, 51 63 81 93 129 171 207 213 …,       890, X X                    X
  891,     3⁴⋅11,           154,  153.824,  152.749,  161.700,  860.230,   897.231,  0.000,  10,  1452,   540,   270,  1295,   0,  2,  5,  -1,   -1,  1,  0,  1,  2,   0,   7,   7,  17,  17,  21,  23, 28 38 62 80 118 122 130 140 …,        33,  X  X
